fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,contains_bug,author_date_unix_timestamp,commit_type,commit_id
False,1,4,8,0.936929579,829,63,89.875,14,3.62979022,33,23.5,1.07515622,27,True,1299875840,3,
False,1,2,2,0.999941453,840,825,412.5,14,0.10865162,2,31.5,5.601864181,32,True,1299881093,3,
True,1,1,2,0.591672779,12,16,62,2,122.6792014,3,2.5,1.004081551,3,True,1299882007,3,
True,1,2,4,1.357892364,10,800,450.75,15,3.011209491,24,70.5,1.414795647,72,True,1299886170,3,
False,1,1,1,0,27,0,1042,15,1.170972222,9,45,1.853991223,39,True,1299887754,3,
False,2,2,2,0.992774454,20,20,546.5,15,0.188541667,11,96.5,4.977900552,30,True,1299888110,3,
False,1,2,3,1.482975039,51,21,552,15,0.289664352,8,48,3.109721501,49,True,1299888167,3,
True,2,2,2,0.309543429,15,3,67,17,8.469525463,2,398.5,0.529517592,8,True,1299888878,1,3760868eb0953384e67a43b084cef72c321fa051
False,1,1,5,1.848446171,97,48,92.8,15,3.124858796,19,8,1.06485254,10,True,1299889040,3,
False,2,3,3,0.247111309,878,2,88,15,0.13152392,25,27,2.356262161,24,True,1299897724,3,
False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1299898448,3,
True,2,10,23,3.747559875,612,227,241.5652174,15,51.16044384,261,319,1.002894242,321,True,1299899002,3,
False,6,25,121,5.280161555,14531,516,30.51239669,15,2.267667681,139,117,0.100248891,4,True,1299899062,3,
False,1,1,1,0,4,5,849,15,0.057881944,1,32,18.27654469,26,True,1299902725,3,
False,1,1,1,0,9,9,1008,15,3.953796296,4,33,1.252921477,27,True,1299905750,3,
False,5,7,16,3.25726513,807,479,29.9375,5,2.996963976,6,7.5,0.907798029,2,True,1300006371,3,
False,2,3,3,1.215874962,18,4,349,17,-61.75007716,4,401,1.011068532,57,True,1300415911,1,e85d007c074b1e7ab7e48612d8c8a6dc461d9665
True,1,6,7,2.660754663,19,11,-4.857142857,17,35.0644213,51,406,1.010563647,155,True,1301454910,1,2c1d1c3257a50acbbd8a518ba7c10342cfeb60ad
True,3,11,32,3.886037188,5182,5132,210.125,17,-39.13214482,33,381.5,0.998877577,55,True,1301461974,3,
True,1,1,2,0.970950594,5,5,371.5,17,259.3090394,4,28.5,1.002950309,1,True,1301611960,3,
False,4,5,13,2.870112494,1278,0,-4.153846154,3,-33.15780805,2,6,0.843119179,8,False,1305149375,0,44e6ae3a44d73be5618daac6cc7785f08242817b
False,1,1,1,0,11,0,0,1,0,0,13,0,1,False,1305150062,0,5626c2feddd10af824c3dd7745f5e25b6c49a90c
True,1,2,5,1.549785502,30,26,45.8,3,1.600497685,5,15,1.285327914,17,True,1305287658,1,ec5b5dd523dc8278f8aef725c300684bc827ffb5
False,1,2,6,2.223698508,301,4,26.16666667,3,0.131786265,4,16.5,3.107790041,14,True,1305321817,2,9a82d8a9e3571dffe75894108dec1979e4ac34b3
False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1305326948,2,1290f3a0e0a6f9fb3c576058326d3ffa26d754ba
False,1,2,5,1.614203946,235,39,76.2,3,1.570981481,8,22,1.01218158,19,True,1305491483,2,c7e632d3f9e86a3eb42617d8e5ddc4349c6b2240
False,1,2,3,1.428194591,14,9,85.66666667,3,4.09320216,6,26,1.095343507,22,True,1305850908,2,5f0ad8bfa49fdb48ee512e67445888ab10fd3f75
False,1,1,1,0,247,0,0,1,0,0,18,0,18,True,1305878739,1,f5f696b91a339710394bc3289a6c828903f2e1b2
False,1,1,1,0,0,7,7,3,8.681863426,1,19,1.115182646,0,False,1305899488,0,bf3a3b7f685459b7ab40b5b862e7aa8a25239158
False,1,1,1,0,0,7,0,3,0.001087963,2,20,920.1489362,1,False,1305899582,0,3e809e45f2d7ddbbe2e9710bf5d6f4c80801d834
False,1,1,1,0,29,0,0,1,0,0,21,0,0,False,1305901812,0,847ecc50286363d5ce3fbcce9e5454bd1af98b56
True,2,2,2,0.566509507,7,8,195,3,9.078622685,2,0.5,0.527537217,0,False,1305933768,0,b6f2ca5aa0e774826dc5855f98fb446ee78a2430
False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1306183860,2,702e64fc525535e8ed5052bd6ec55d61ab7f0aee
False,3,5,10,2.591152441,478,55,96.8,3,-35.39246644,12,26.5,1.07817327,26,True,1306255516,2,3a421e759ff8ead517770470e4edc7226c4dadb3
False,1,3,4,0.90621115,164,40,169.25,3,6.711990741,6,1.5,0.793059691,3,True,1306325472,2,64ed5da2053bc2e5b25516913e44cf26b9970a16
False,1,3,5,2.064300656,41,20,187.6,3,2.660314815,16,34,1.241523168,31,True,1306432428,2,5022c07f6b28931a4df2adf197bee733cf3e5d8a
False,2,3,5,1.968823887,13,6,86.2,3,2.252090278,17,6,1.275465586,7,True,1306453931,2,55599d71849b460a1b0a90e7406542162ba8efdc
False,2,5,6,1.469887996,249,162,195,3,2.647808642,22,39.5,1.507392493,36,True,1306515126,2,e8c29b8b96eeb40fe0bdbba340b8057036427dd7
False,1,1,1,0,50,0,22,1,-190.8586111,1,43,0.994760519,37,True,1306615929,2,4d0029e8797729d1be697f587c8c3808dc5b3b7a
False,2,6,11,3.031934151,699,171,91.63636364,3,-13.87181397,20,49,1.046672867,2,True,1306714126,2,9f1c2488260868ce0c4a5ed60219c92679829281
True,1,2,10,3.054635068,118,105,94,3,4.08959375,33,59.5,1.152927409,55,True,1306862100,2,75b67e63e2ecf7538772c12babda2ba8fe16118c
False,1,1,1,0,183,0,0,1,-187.9859954,1,65,0.994680455,56,True,1306864123,2,dafac9726b775106317787ccb2625086732df82e
False,1,3,5,2.064300656,41,20,187.6,3,2.660314815,16,34,1.241523168,31,True,1306864428,3,
False,1,2,5,1.614203946,235,39,76.2,3,1.570981481,8,22,1.01218158,19,True,1306873883,3,
False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1306875060,3,
False,1,2,6,2.223698508,301,4,26.16666667,3,0.131786265,4,16.5,3.107790041,14,True,1306877017,3,
False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1306882148,3,
False,2,3,5,1.968823887,13,6,86.2,3,2.252090278,17,6,1.275465586,7,True,1306885931,3,
False,2,6,11,3.031934151,699,171,91.63636364,3,-13.87181397,20,49,1.046672867,2,True,1306886926,3,
False,1,3,4,0.90621115,164,40,169.25,3,6.711990741,6,1.5,0.793059691,3,True,1306930272,3,
False,3,5,10,2.591152441,478,55,96.8,3,-35.39246644,12,26.5,1.07817327,26,True,1306946716,3,
False,2,5,6,1.469887996,249,162,195,3,2.647808642,22,39.5,1.507392493,36,True,1306947126,3,
False,1,1,3,0.98337619,231,0,0,1,0,0,3,0,2,True,1306951215,2,6d97d94509d14e237c01cf6b25cdd2ad1cf2ed57
False,1,2,2,0.110957055,388,86,89,3,3.367175926,4,5.5,1.192631226,2,True,1307079037,2,5cf7dc6cb262f4b9435a052b9244d6cb5b023dc5
False,1,1,1,0,74,9,411,3,0.496597222,3,7,3.013704377,3,True,1307121943,2,bee2ea21aa7b8210e4a2ee69a90e172923cdb9ea
True,1,1,2,0.371232327,18,24,122,3,2.99634838,6,8.5,1.249655225,5,True,1307121996,2,90a78e410cdcc6aa484b4e5e7ee0d4c0a6018056
False,1,1,1,0,183,0,0,1,-187.9859954,1,65,0.994680455,56,True,1307123323,3,
False,1,1,1,0,1,0,476,3,0.025821759,4,10,39.72702824,6,False,1307124174,0,9453bb93c455ea8e7fa026e1870a3335d7b584c7
False,1,1,3,1.138617974,242,0,3,2,-123.0431096,2,12,0.663957589,9,True,1307159726,2,84bed05e112c2d616903972769330088551e73fc
False,1,2,10,2.311271132,787,0,-0.2,2,-49.58281597,3,18.5,0.896470551,19,True,1307159792,2,46a57d2c11b99ff4309a9d92023b739138d57896
False,1,2,5,2.118383323,78,1,132.4,2,0.002280093,7,26,201.284264,24,True,1307159989,2,1c37bde8cb513e531f32424bcbf86deb4b50fa8b
True,1,2,10,3.054635068,118,105,94,3,4.08959375,33,59.5,1.152927409,55,True,1307207700,3,
False,1,2,2,0.773226674,72,38,238.5,3,0.680491898,5,29.5,2.100504203,26,True,1307218652,2,1e441b67d1e87ddecd570c0d5cf1c590d0a03ee8
False,1,1,1,0,12,3,46,2,0.685381944,2,31,2.459040478,27,False,1307219009,0,5050560418545a2ac94c87f73685bf529f7dbcd6
False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1307234736,2,48f4e9aaa0d92fcb72a0c03888ef7cb8cbb91f17
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1307236777,0,178fcc3240c5c95a4a864ac1822bdfb7e08b19e6
True,1,2,2,0.66847257,25,78,407,5,0.775358796,9,32.5,1.700615736,29,True,1307238404,2,2265c84a30644160a983bc2aaf48fae020f373e3
False,1,2,10,2.311271132,787,0,-0.2,2,-49.58281597,3,18.5,0.896470551,19,True,1307246192,3,
True,1,1,1,0,2,4,432,5,0.133136574,6,34,8.511084065,30,False,1307249907,0,e1475fcc0707ad3a23262c8db36af2941e2d5fc9
True,1,1,1,0,0,12,65,3,4.490162037,8,35,1.222709112,31,False,1307250050,0,f68ba1f58a80b1fe571891c6f7c17f2ffbf920f4
False,1,2,2,0.110957055,388,86,89,3,3.367175926,4,5.5,1.192631226,2,True,1307251837,3,
False,1,1,1,0,74,9,411,3,0.496597222,3,7,3.013704377,3,True,1307294743,3,
True,1,2,2,0.66847257,25,78,407,5,0.775358796,9,32.5,1.700615736,29,True,1307324804,3,
False,1,1,1,0,13,4,53,3,0.993969907,9,36,2.006066675,32,True,1307335929,2,c93cbb7d1b179a58622356276afcc34f1579e15f
False,1,2,2,0.482628274,87,28,46.5,2,1.727818287,4,37.5,1.505668789,34,True,1307338684,2,e33ad93cdbf7b4b279f48917fb6d0ad051802386
False,1,1,1,0,4,3,430,5,1.030081019,7,39,1.970797425,35,False,1307338906,0,1a0c3722eecea8709d12e16ddfe0a0a0eb7094ba
False,1,1,1,0,5,5,114,2,0.003263889,4,40,307.3829787,36,False,1307338966,0,8fe528d4f70589300aa9ff7801ba05ea43771a04
False,1,1,1,0,3,2,114,2,0.008310185,5,41,121.3342618,37,False,1307339684,0,ccf5aa87c875d4fab3667736483bc90e470b3180
False,1,1,1,0,47,2,160,3,5.963252315,6,28,1.167693726,23,True,1307377325,1,0dfdf96311b05a9ae182091c2c7c3a4da56d75a7
False,2,2,2,0.345117315,30,1,102.5,3,0.025219907,7,29.5,10.41280404,24,True,1307381683,1,d769196098d55f39ba1bdc08c0422c711a2b1bbd
False,1,1,1,0,52,13,205,3,0.051724537,8,31,20.33318416,25,True,1307386152,1,b0e7265fa6c68df6bf6909361c3873a81793d870
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1307395063,0,1f5e880341091b56fb0caf5f1ee02d4523b14679
False,1,1,1,0,51,1,29,3,0.250740741,1,32,4.988183161,3,False,1307403347,0,87a984d3f3c4430b1174ef4b08aaa0544d822922
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1307404233,0,0c25ae807f32dc47a2ab0979fa6db135e236a25b
False,1,3,6,1.137413849,69,51,236,5,3.46298804,40,35.5,1.146048379,31,True,1307425737,2,5d3d03aee97eef4e822cee83ac35ea66beafe399
False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1307426825,2,ef3285903c23497d729469331466df620aba0467
True,1,1,1,0,2,10,63,5,0.014537037,11,39,69.78980892,32,True,1307426993,2,cf4e1eeff4818d4cafe9461a263e8f964a150bd2
True,1,1,1,0,29,8,79,3,0.737604167,2,42,2.355740715,0,False,1307467076,0,645c863ba3f8829d5327ab194f5dc79729f7af1f
True,1,5,17,2.187528143,153,193,181.4705882,5,7.222700844,75,74,1.152097722,73,True,1307467516,1,15a625ba16a8179a6b3d509cbd80c98b3ed41033
False,1,1,1,0,50,0,22,1,-190.8586111,1,43,0.994760519,37,True,1307479929,3,
True,1,1,1,0,406,36,429,5,0.271956019,10,40,4.677065157,33,True,1307491013,2,5ece989e47d1281fb44be5d14bb5c3ed685207b7
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1307491094,0,17a94bdfadd128ca405cb7b4014078e6dd882114
False,1,2,3,1.428194591,14,9,85.66666667,3,4.09320216,6,26,1.095343507,22,True,1307492508,3,
False,1,3,6,1.137413849,69,51,236,5,3.46298804,40,35.5,1.146048379,31,True,1307512137,3,
False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1307513225,3,
False,5,7,16,3.25726513,807,479,29.9375,5,2.996963976,6,7.5,0.907798029,2,True,1307523171,2,6458fa7cff6bda9a82aa598bcf9d03c76136ccd0
True,4,11,26,3.562122571,326,272,176.5769231,6,2.862284989,112,28.5,1.022364773,6,True,1307528507,2,fed70a5272a03b9d1a1a0f27df4236091b1ac882
True,1,1,2,0.371232327,18,24,122,3,2.99634838,6,8.5,1.249655225,5,True,1307553996,3,
False,1,1,3,0.98337619,231,0,0,1,0,0,3,0,2,True,1307556015,3,
False,1,2,2,0.773226674,72,38,238.5,3,0.680491898,5,29.5,2.100504203,26,True,1307564252,3,
True,1,1,1,0,406,36,429,5,0.271956019,10,40,4.677065157,33,True,1307577413,3,
False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1307580336,3,
False,1,1,3,1.138617974,242,0,3,2,-123.0431096,2,12,0.663957589,9,True,1307591726,3,
False,1,1,1,0,13,4,53,3,0.993969907,9,36,2.006066675,32,True,1307595129,3,
True,1,2,2,0.721928095,3,2,207.5,6,1.129149306,11,42.5,1.865576025,23,True,1307595570,1,fd249e222326a99826f79f018cf565b74451a5f2
True,1,1,1,0,2,10,63,5,0.014537037,11,39,69.78980892,32,True,1307599793,3,
True,4,11,26,3.562122571,326,272,176.5769231,6,2.862284989,112,28.5,1.022364773,6,True,1307614907,3,
True,2,2,2,0.835406525,44,35,107.5,5,2.629155093,9,43.5,1.359367572,38,False,1307630539,0,d9d0a6f5653d49e3f55e112b9417b32e4acd33aa
False,1,2,4,1.447639431,53,16,80,6,2.188472222,26,84.5,1.237989465,77,True,1307717591,2,cc07877e10b241b398db9fcd6e1c9781236b2a12
True,1,1,1,0,1,1,38,2,10.4759838,2,45,1.095456429,39,False,1308243809,0,cdc4256a72cdd0c59181333392cd6be628982e5c
True,1,1,1,0,1,1,38,2,1.043634259,3,46,1.958190085,40,True,1308333979,1,a7ca758ee046ced142184c930718e96808d1c665
True,2,5,12,2.653695441,229,130,163.4166667,6,-1.784326775,47,6.5,1.00248298,10,True,1308640454,2,645251dba4b6d920caed9d4f58f39431d85161d4
False,1,1,1,0,5,1,137,6,0.415891204,1,13,3.404474995,1,False,1308676387,0,04062526c1031c40f6f2cde9a2d45bc499651efe
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1308677224,0,26272f44a573b8265caf14627ed4f6447727a2c0
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1308677854,0,8b20e8270d87427e5753dd888e9ee37276d31d36
False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1308703205,2,5072a9563e206bc580028ee6d3762542f7a88e25
False,1,2,5,2.118383323,78,1,132.4,2,0.002280093,7,26,201.284264,24,True,1308715189,3,
False,1,2,2,0.482628274,87,28,46.5,2,1.727818287,4,37.5,1.505668789,34,True,1308721084,3,
False,4,5,8,1.927155801,843,10,0.5,6,10.94316985,5,47.5,1.014483276,9,True,1308832439,2,b5ff0823378844fe89b529eee2308a8e879f3fc4
False,1,2,2,0.918295834,2,1,93,6,8.584635417,17,87.5,1.065027722,79,False,1308920735,0,fdfa94c8ae23ff4c47dc9b0fd70c033f0f08b960
False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1308923537,2,a94c424f895b8f168f55311a147a300d11ddeb5a
True,1,2,3,1.521928095,2,3,257.6666667,6,16.16677083,17,90,1.037800444,82,True,1308925316,1,9c6ab1bc280ef0947528c948db7f113cbfa8a1ab
True,1,1,1,0,1,2,819,6,3.462372685,13,47,1.288819284,41,True,1308939603,2,55338cfd4f841491f9e0b35ba03512b5948d2e64
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1308940908,0,764937bb3d3a47863dcbf5bde27eeb6c2291c9e6
False,2,3,3,0.585436709,82,62,209.3333333,6,3.938233025,12,15,1.150856746,2,True,1308992695,2,dad5dbb764d04cb30a22e5e1bbc62d1f2f5c1e2d
False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1309009937,3,
True,4,5,9,2.511769597,158,12,84.77777778,6,13.32905478,26,96,0.905696261,85,True,1309180192,1,1cb59504db2735f6f56892d76b50d64cd45de8b3
False,1,2,4,1.447639431,53,16,80,6,2.188472222,26,84.5,1.237989465,77,True,1309186391,3,
False,1,1,1,0,8,3,162,6,2.307210648,3,17,1.433423797,3,False,1309192038,0,7534f9dea7ef1899bf881753e568d91672bd36fd
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1309192208,0,cf660ee8f0235d8cbf6e38162b2e1791751a0add
True,2,3,3,0.712806065,117,18,471,6,2.326226852,25,49,1.202736074,43,True,1309216023,2,41835dc9ede48d8dfad75a3f520dd82c0418aee3
False,1,1,2,0.968700344,106,0,0,1,0,0,51.5,0,2,True,1309216138,2,c0260982ace1338ae2732d9873e0ec3362fa5076
True,1,1,1,0,2,1,820,6,0.002847222,15,18,352.2195122,13,False,1309216269,0,a0692d9cc6c027e4ec8fe6deea9f10fc69748b75
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1309217668,0,5d23ba259811c2f05d3fcb1296051b003bcf4ef3
False,3,6,8,2.237124685,7,114,181.25,6,1.487151331,42,104.5,1.345604524,1,False,1309253348,0,81f9170ad5e93b331d90b1273fdc801e4bb3dff5
False,1,1,1,0,0,29,29,1,38.79694444,1,109,1.025775226,2,False,1309253868,0,4a8cd2bd8f7411ca48741e5bd3bc58b023e7d932
False,1,1,1,0,29,0,0,1,0.002685185,2,110,373.4137931,3,False,1309254100,0,a0df0746fd752a192aac663617f710d43f66ebf7
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1309254150,0,f5f9f47370a03be8b906abe4944b297c715d17cc
False,1,1,1,0,0,29,29,1,0.001053241,3,111,950.4505495,4,False,1309254191,0,ebd311ffd097c4dfa714d3819ea06b56f868764f
False,3,7,9,1.290106688,194,178,164.2222222,6,10.98224023,50,116,1.369215429,3,True,1309280667,2,d0cb0eea78a85a244a32158ceb93aa78120aa293
True,1,1,1,0,1,2,819,6,3.462372685,13,47,1.288819284,41,True,1309285203,3,
False,1,1,1,0,1,0,10,5,21.05927083,1,121,1.047485025,0,False,1309342692,0,53c506b7da8d0845a320cacf7ed337e275bb11b8
False,1,3,4,1.370493456,127,62,207,6,7.135413773,31,123.5,1.175805189,98,True,1309362015,2,a99caf43c10752534da6288f596901c4067dd5e7
False,1,1,1,0,0,26,425,6,0.006018519,12,126,167.1538462,99,False,1309362535,0,2a8dc1cc881c40be2676bace03ee7e74838cb608
True,2,5,7,1.740805981,136,75,185.7142857,6,1.887946429,52,130,1.269545623,5,True,1309453981,2,fcc0f44230582dcf6951e90bf04bf3a780c303c2
False,1,1,2,0.968700344,106,0,0,1,0,0,51.5,0,2,True,1309475338,3,
True,3,7,8,1.790176384,106,66,183.5,6,1.640491898,55,137.5,1.302525749,8,True,1309519231,2,a93c1b1acbffc264ba21f3c0859af5f33afc9a95
False,1,3,4,1.370493456,127,62,207,6,7.135413773,31,123.5,1.175805189,98,True,1309534815,3,
False,3,7,9,1.290106688,194,178,164.2222222,6,10.98224023,50,116,1.369215429,3,True,1309539867,3,
True,2,5,7,1.740805981,136,75,185.7142857,6,1.887946429,52,130,1.269545623,5,True,1309540381,3,
True,2,3,3,0.712806065,117,18,471,6,2.326226852,25,49,1.202736074,43,True,1309561623,3,
False,1,2,5,2.080187291,28,31,103.6,6,5.295393519,54,144,1.057910651,113,True,1309776196,2,dbd0fa51932745753e65e8949ac869c63324fad7
False,1,1,1,0,2,2,128,6,3.27099537,5,147,1.305717339,114,True,1309801845,2,c8be977cdcf6bc816a36e0522ac64d8b812cd249
True,1,1,1,0,2,21,128,6,0.2621875,6,148,4.814064362,115,True,1309824498,1,704ed9a4e1c96fb23f8b964b08664fea3f2be2ff
True,1,1,1,0,2,4,60,6,0.945104167,17,149,2.058084426,116,True,1309857853,2,a975ec64514affa5bb95e61957409954e3d9f7fa
True,1,1,1,0,1,1,58,6,0.043738426,18,150,23.86319132,117,False,1309861632,0,040cba65627c7cc984cc1aed5816d819db4aa0da
