fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,contains_bug,author_date_unix_timestamp,commit_type,commit_id
False,9,16,21,3.054016073,314,180,99.71428571,2,0.199345789,32,123,1.700385814,8,True, 1302809223,1,4451c218e27e32310940eadcce22b4e4ff7d92bf
False,1,1,1,0,3,0,189,2,0.189606481,1,0,0,0,False,1302813492,0,88fa4c799dee0bd3e4aab89062c4e5202cde9da4
False,1,3,8,2.466945372,16,11,45.125,2,0.199583333,8,4.5,2.702206979,8,False,1302814354,0,998473aa3c3eb468e407f2602903f9ef0134d32f
False,1,1,2,0.89049164,21,5,53.5,2,0.681487269,4,134.5,2.088673343,5,False,1302850792,0,be40f498d79493fd0592d1c051c7e7d60aac77af
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1302850801,0,be40f498d79493fd0592d1c051c7e7d60aac77af
False,1,1,1,0,76,7,34,2,0.051967593,3,69,20.24276169,46,False,1302855282,0,43eb8dc070eb8561540b615d9fc9b93d7415d4f4
False,5,6,7,1.931244982,73,8,157.1428571,2,0.387425595,25,139,1.778398397,9,False,1302855952,0,80fd442670aa83f3d9d769e97dfaaca91b962eb0
False,1,2,2,0.721928095,3,2,67,2,0.50244213,6,70.5,18.14496858,48,False,1302858547,0,ee0d699509f66dd66701705036922a782ad94d5c
False,1,1,1,0,8,0,42,2,0.977638889,1,72,2.022872567,49,False,1302858788,0,37c6440b4cac418846fb72cec1b953ec0c7d6379
True,1,2,2,0.117594666,56,70,159.5,2,0.022164352,8,73.5,25.2406695,51,False,1302859285,0,c9e9f2b86bf4040ed263b788a389e85d3ab267d5
False,1,1,1,0,35,10,107,2,0.051782407,6,75,20.31157801,52,False,1302863021,0,c0edf89e607468de0bfd5fb0f7d5510ccfc94a57
True,1,1,1,0,46,0,189,2,1.031099537,1,76,1.969838473,53,False,1302863407,0,3636604e44368010428ef8955024e63f55cc2418
True,1,1,1,0,13,0,255,2,0.053506944,7,77,19.68916288,54,False,1302863908,0,2a8fc1fd7b04870b584ac4da738af6c645c567d6
True,1,1,1,0,1,1,26,2,1.000115741,2,78,1.999884273,55,False,1302863993,0,22121ceeb7f64178e3d5d039991b7fb5ce960e02
False,1,2,3,1.435520504,4,5,58,2,0.796682099,5,80,1.699287375,58,False,1302871475,0,9ce1b9d9442128d2ae37538bba22f6caeb21190a
False,1,2,3,0,1,1,18.33333333,3,0.792399691,2,1,1.087329795,2,False,1302877015,0,73abc63275e9807164089c52fca0022c295edbe9
False,1,1,1,0,1,4,28,2,0.224675926,2,82,5.450855141,59,False,1302877959,0,ae7da5f089fefad4c21eee9a4e0f4cd0fc934968
False,2,2,2,0.41381685,75,9,241,3,0.129982639,9,3.5,4.846667557,0,False,1302878413,0,6efa744af5f55d8ebccf4930339521bc7c8184ea
False,1,3,5,1.583491824,389,0,0,1,0,0,7,0,4,False,1302879600,0,d4d971dad745e899faa235fe22c8697ff4c7e709
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1302879616,0,d4d971dad745e899faa235fe22c8697ff4c7e709
False,3,8,8,2.70553045,752,5,67.625,3,0.022999132,10,13.5,0.804373467,1,False,1302894310,0,8924b8dd15150346ff03d4e9ca498a17bf7b3615
False,1,4,4,1.645178629,60,111,132.25,3,1.064895833,4,19.5,1.489093221,9,False,1302986317,0,67a6e4fd157df16bc669d91b6bebdf21d2c310e6
False,1,3,4,1.013162042,270,0,14.75,1,0.308917824,1,23.5,1.809276709,8,True, 1302986362,2,336fab359e1adbde9658da69eedc15130bea917c
False,1,2,8,2.685164993,217,306,65.875,3,1.527238137,11,29.5,1.174004896,7,False,1302986419,0,336fab359e1adbde9658da69eedc15130bea917c
False,1,1,1,0,1,1,165,3,0.007962963,2,34,126.5813953,10,False,1302987005,0,a0648e400c05d25ab0ffd74b61076a053e60cdac
False,1,1,1,0,9,2,165,3,0.011759259,3,35,86.03937008,11,False,1302988021,0,2cdeacbdb6175f917be12ff97bd6415b9b8069e5
True,1,1,1,0,6,12,172,3,1.729143519,4,36,1.578320995,12,False,1303137419,0,8c122b62c8d9bec3e387767944235dd77e3b1163
True,2,11,18,3.261988955,1419,0,31.44444444,3,0.163735854,11,45.5,0.074405549,2,False,1303148952,0,94ab27c3d03da9623808b3223447e5a1f7c9359e
False,2,9,20,3.927080761,1505,0,28.55,3,2.83565E-05,12,64.5,88.21326531,3,True, 1303149001,1,94ab27c3d03da9623808b3223447e5a1f7c9359e
False,2,9,31,4.231818682,6265,0,18.4516129,3,0.029035245,13,158,0.068096671,10,True, 1303226769,2,eb80e2968fbf0b154f48b375e24030f1531066b6
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1303226804,0,eb80e2968fbf0b154f48b375e24030f1531066b6
False,1,7,31,3.493109034,1033,554,181.2903226,3,0.531156661,25,189,1.210664455,60,True, 1303283675,2,8aa4de6233d2aecd0cecfd436fd830465343be21
True,1,1,1,0,4,4,128,4,-2.35525463,4,277,0.575417457,24,False,1303290205,0,426df461c9f355525bb64ba2e1d0ef09e9d30093
True,1,1,1,0,4,4,128,1,6.550451389,1,205,1.152661235,20,False,1303290205,0,426df461c9f355525bb64ba2e1d0ef09e9d30093
False,1,1,1,0,3,2,458,3,0.093275463,2,206,11.72093312,61,False,1303291734,0,28b1b5acb552224499f666fced62320a7ac01823
True,1,3,3,1.233513731,46,17,223.6666667,3,0.295397377,6,208,7.256674596,64,False,1303292915,0,ef21f86b1bc54caf270df25b0525571dd2ff8c99
False,1,8,11,2.612940141,122,147,247.6363636,3,0.343983586,19,215,1.973607025,75,False,1303307758,0,dc2e663c11cc555355bd8454bb6d0d6510e891b1
False,2,6,11,2.830063834,588,121,126,3,0.183873106,27,226,7.811021171,11,True, 1303310313,2,04e4e5862767c87bd0799e99643775f1d4499980
True,1,1,1,0,6,15,127,3,0.002037037,1,232,491.9090909,86,False,1303310489,0,e3c7653c27cdcf1ed0bf0713716bdef4d2a03667
False,2,9,31,4.231818682,6265,0,18.4516129,3,0.029035245,13,158,0.068096671,10,True,1303313169,3,
True,2,2,2,1,4,4,346,3,0.125092593,20,75.5,6.995558845,4,False,1303321121,0,24fd25686fa01563604d56e30545907f90d4ee45
False,1,1,1,0,7,7,171,3,0.155277778,2,77,7.440071556,1,True, 1303321174,2,bd6685b6b748062d9713a6dac300f8c3a0c29304
False,1,2,3,0.820808553,93,57,156,3,0.197318673,10,79,260.8256353,4,True, 1303321233,2,bd6685b6b748062d9713a6dac300f8c3a0c29304
False,1,1,1,0,1,0,118,3,0.013252315,7,233,76.45851528,87,False,1303322378,0,06ff03dc18ce03e43eb094a38261bdb6df6f3289
False,1,1,2,0.965201699,82,46,203.5,3,0.340729167,4,81.5,5.786253408,6,False,1303331893,0,996b2c92bb92484311bfa4b8328f23ae58150d77
False,1,1,2,0.999337504,31,35,221.5,3,0.012662037,6,83.5,60.2321755,8,False,1303332987,0,3c2c2ae9233f1bb429f5ac5be9b8710ad9803735
False,1,1,1,0,1,0,164,3,0.147465278,3,85,7.781257358,9,False,1303333974,0,8ec1cba8f769bf66c4b4d5fcccb995df49e91ac8
False,1,1,2,0.527642326,67,0,64.5,3,0.140769676,4,234.5,2.275950668,89,False,1303334638,0,d4f853db1fc6bd78c61a64c82d33e4a42464ace0
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1303334658,0,d4f853db1fc6bd78c61a64c82d33e4a42464ace0
False,1,7,31,3.493109034,1033,554,181.2903226,3,0.531156661,25,189,1.210664455,60,True,1303370075,3,
False,2,3,4,1.634539427,173,1,144.75,4,0.180908565,16,1.5,0.595478392,2,True, 1303383643,1,ae0766e4666ab693b7d45aecf72ed09dc6ebd33b
True,1,1,1,0,1,1,165,3,0.680439815,4,236,2.469637693,90,False,1303392764,0,0bfd738b69e5f9ea3dd84d5a1e170642a5f7a4f7
False,1,3,6,1.916177831,169,59,328.3333333,3,0.882908951,20,239.5,1.447125918,96,True, 1303395579,2,eec48ffc9ee4c04681fcad7523c583ae83d8dc5e
False,2,6,11,2.830063834,588,121,126,3,0.183873106,27,226,7.811021171,11,True,1303396713,3,
False,1,2,2,0.660962335,29,6,59.5,3,0.442806713,8,86.5,2.12916084,11,False,1303398895,0,33d07017c5e7e5a4178df5345b8d6b12bd3d6cb1
True,1,2,3,1.236440502,14,10,368.6666667,3,0.48183642,10,89,1.717428331,14,False,1303398970,0,5b5e7d0abe76238c2ceb4d0e61ce1f006d05f1b6
True,1,1,1,0,25,21,185,3,0.041122685,4,91,25.31747819,15,True, 1303399132,1,6f4cffabdf241f002ae85973153b70760e1cd727
False,1,1,1,0,31,3,144,3,0.058136574,2,92,18.20087597,16,False,1303400602,0,2ec4572c1a67126f41a25dac889193504f40680e
False,1,1,1,0,11,12,172,3,0.010914352,3,93,92.62248144,17,False,1303401545,0,62ddc41ac17dff557dced2280ab18e86b6d61cba
False,1,1,2,0.987475008,43,33,224.5,3,0.093576389,10,94.5,9.014842301,19,True, 1303403664,2,c8a423eb510cde5d22714b2854c95f0302a581d1
False,1,1,1,0,9,6,238,3,0.010671296,7,96,94.70932755,20,False,1303404586,0,bd7706a586cd13d265652d0e23de10f11e60590c
False,1,1,1,0,5,5,241,3,0.00119213,8,97,839.8349515,21,False,1303404689,0,e12954d097f2289288c683586bbb71a32500c826
False,1,1,1,0,7,7,171,3,0.155277778,2,77,7.440071556,1,True,1303407574,3,
False,1,2,3,0.820808553,93,57,156,3,0.197318673,10,79,260.8256353,4,True,1303407633,3,
False,4,10,20,3.234202666,495,140,72.4,4,5.438785301,33,13.5,1.0262272,2,False,1303408527,0,2febc062b989b833a15bde8cdb9020fa95bb119c
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1303409873,0,5534663ba5c40c9dd2aaeee61d396f4d5d63d42a
True,1,1,1,0,0,1,838,3,0.13068287,4,98,8.652112302,22,False,1303410261,0,4bd97af8250497a3d6c04f62380d7c1c01ad1019
False,1,2,3,1.433534172,188,45,211,3,0.098364198,18,100,8.070183508,25,True, 1303411798,2,57ab71f8c61f96504037a7d5cac3af708e9db256
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1303411811,0,57ab71f8c61f96504037a7d5cac3af708e9db256
False,2,7,9,2.470366781,309,19,118.6666667,3,2.381971451,7,106,1.106156389,24,False,1303413583,0,f3230978372253f8bf47f2e882f44f2118f80466
True,2,3,5,1.70628389,26,11,290.4,4,0.222798611,47,245,3.304160047,12,False,1303420303,0,dfeea47ece7b765b9c93ea07dd1107f569b7b8be
False,3,3,3,0.623426993,119,101,278.3333333,4,2.795339506,30,249,1.124882295,13,False,1303452034,0,68ff3042a86ff470f9f712bccf4d119698baf32c
False,1,1,1,0,1,5,26,4,0.811319444,2,251,2.23256013,0,False,1303478625,0,66da92c383c7f5df66ac535bd8bfadb4f232871f
False,1,3,6,1.916177831,169,59,328.3333333,3,0.882908951,20,239.5,1.447125918,96,True,1303481979,3,
False,2,3,3,1.206908425,17,7,174.3333333,4,5.43683642,6,253,1.084094593,7,False,1303482630,0,9ba0f976af0c29aff987424c9b69fcbe3cf464d2
False,1,2,5,2.094994039,212,121,114.8,4,0.292773148,18,113,1.283122757,30,True, 1303483542,1,9593dfa526aa0a4e462af59c12b0ddfeaa73e215
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1303484378,0,b4a8b03d5a0dc813751fc79684239c64cad83f38
False,1,3,6,1.683732282,246,2,118.8333333,4,0.157590664,25,118.5,7.188173728,36,True, 1303486859,1,1eb8c30edcd9fc33dba2ce3e154e264cc435585d
False,1,4,17,3.542630246,448,412,72.35294118,4,0.159582653,36,130,5.494090176,53,False,1303488985,0,a52bcbe124c32d6375f4039702a73df9369c047e
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1303489648,0,b1908212a3f1768ce72e0060b506a4b384eb8692
False,1,1,2,0.987475008,43,33,224.5,3,0.093576389,10,94.5,9.014842301,19,True,1303490064,3,
False,1,2,6,2.1899568,186,80,131.3333333,4,0.021342593,26,141.5,11.51265365,59,True, 1303491751,1,4a6125cd47bbf500786764cf591f840967360b0b
False,1,1,2,0.999895287,53,30,263.5,4,0.0071875,26,145.5,105.3478261,61,False,1303492372,0,993524e8185d8a9fc07235f9e2b4f043dd769046
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1303492965,0,db2549c465ec2b26274bc1ad07bd251bfc72b159
False,1,2,6,2.243549499,58,53,152,4,0.021898148,34,149.5,22.20695981,67,False,1303493389,0,becfdc69d2ba3d4b5bd087744173faf1b216fc54
False,4,10,20,3.217964477,139,494,89.95,4,0.945221065,54,264.5,1.183365293,23,True, 1303493699,2,cd2e25501eea633212ab59acdf729aa11a2f7c03
True,1,1,2,0.721928095,25,10,71,4,0.004560185,6,275.5,165.4670051,5,True, 1303494093,1,94fcae01229d794bf5a35c0119ff298ff874ea43
False,1,4,9,2.65136886,108,30,246.8888889,4,0.267973251,53,157,5.808327542,76,True, 1303495513,1,6d5dc2186270cdf55b56c70f3fd0390b70642add
False,1,1,1,0,82,4,254,4,0.015810185,8,162,64.25036603,77,False,1303496879,0,35608ee3d4bf30ef49d18bef87f846492f0bdef5
False,1,2,3,1.433534172,188,45,211,3,0.098364198,18,100,8.070183508,25,True,1303498198,3,
False,4,10,20,3.217964477,139,494,89.95,4,0.945221065,54,264.5,1.183365293,23,True,1303580099,3,
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1303717350,0,dc20ad1e07e338906ba0cf6d9692dbfbbd707951
False,2,3,4,1.05986751,108,0,32.75,4,2.181125579,1,1.5,0.835964789,2,False,1303740216,0,aeda2edeb30d95507a4d6db042a63b2ebae98d13
False,2,3,4,1.379419247,153,30,178.25,5,0.839126157,22,5.5,88.10744928,5,True, 1303740671,2,c6431cb4485f9c1200d86713f3b7bfec5ca09b7f
False,2,6,9,2.076420346,126,71,174.2222222,3,5.487394547,12,167,1.052933111,30,False,1303740693,0,c6431cb4485f9c1200d86713f3b7bfec5ca09b7f
False,1,1,1,0,0,2,133,4,0.007974537,2,8,126.3991292,1,False,1303740905,0,6a9e147a8b51e3e31267a7ec1b7fc00d1d4c7662
False,2,6,7,1.938334198,225,104,213.4285714,5,1.734282407,57,175,1.157676969,5,True, 1303745476,1,8f0fe68a75c6469ecffc2312a0eef5ba38c13c6b
False,1,1,2,0.591672779,24,4,137.5,5,1.483443287,7,179.5,21.48837632,85,True, 1303747602,1,269a9f0ad0d6731ba2b49d164d385d637c91d9de
False,1,1,1,0,145,14,267,5,0.025011574,10,181,40.98149005,86,False,1303747637,0,269a9f0ad0d6731ba2b49d164d385d637c91d9de
False,6,10,21,3.844172864,711,740,97.80952381,5,4.620547288,59,288,1.024496009,14,False,1303802920,0,fef635161689a4ffa333cb49d9de14733b5eb842
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1303802979,0,fef635161689a4ffa333cb49d9de14733b5eb842
True,2,3,8,2.184837544,116,61,156.125,5,4.767261285,37,302.5,1.049892762,15,True, 1303803951,1,6e5ccf43cbebc982a5536fa7a94a42a0934e892c
True,8,8,8,2.719294526,20,6,163.625,5,6.410811632,39,310.5,1.042421944,16,False,1303806752,0,2327b6befad34c51cd9770fa5dc54a8fb91bea89
True,1,2,2,0.970950594,2,3,133.5,3,8.647407407,7,315.5,1.081421257,2,False,1303809004,0,e49d11e970525ddfbe84a90070f3adc5e152aec2
False,1,4,14,3.364770297,518,108,10.71428571,5,0.113397817,4,15.5,1.648449949,19,True, 1303809254,2,b4f1d034cc3626cb7fadacca82c0373ccfcc65c1
False,3,4,4,1.44629402,26,27,267,5,4.095101273,31,318.5,1.114091399,17,True, 1303810721,2,
False,6,12,30,4.235121571,1764,6,25.2,2,0.062059414,10,73.5,2.408336242,6,True,1303814205,3,
True,1,1,1,0,1,1,67,5,0.043148148,2,321,24.17596567,40,False,1303814449,0,59355c6df8330b61ceaff50d517d581a61ef92a1
False,1,5,18,3.763231526,521,64,22.5,2,0.063744213,9,99.5,3.529710568,39,True,1303825220,3,
False,1,2,3,1.353600077,65,10,248.6666667,2,12.09640818,5,323,1.051103485,42,True, 1303826027,1,c5c636b8f96cf1a9ae4dd6621b5ed812954e2590
False,1,2,2,0.556055449,137,2,64,5,2.073935185,7,24.5,1.249763622,14,True, 1303828013,1,cf8879315d28acb85fa9a1251235c5824a71097e
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1303828028,0,cf8879315d28acb85fa9a1251235c5824a71097e
False,1,2,3,0.771702426,53,12,101.6666667,5,1.590632716,12,27,1.229388763,17,False,1303845985,0,303d37adcc86f9ff0813e9454d788fca0c5443c8
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1303872194,0,3a128e8bcae4880d5199955c256a4b570ee0462f
True,1,1,1,0,1,1,115,5,0.897395833,1,83,2.114335461,0,False,1303886789,0,4ac0f6824c6f8a9129827d98d3cc2ddf7d778573
False,3,4,4,1.44629402,26,27,267,5,4.095101273,31,318.5,1.114091399,17,True,1303897121,3,
False,1,1,2,0.561752608,27,11,103,5,1.252233796,2,325.5,1.59892969,42,True, 1303911113,1,dd49fee92010b12ce0b7beec26dd7d633ee25f5a
False,2,3,4,1.379419247,153,30,178.25,5,0.839126157,22,5.5,88.10744928,5,True,1303913471,3,
False,1,1,1,0,0,6,105,5,1.281539352,7,327,1.780311583,43,False,1303913645,0,d9e40fada3cbb1682ae68cdbdfdc4a07428e2368
True,1,1,1,0,1,1,67,5,1.173460648,3,328,1.85218026,44,False,1303915836,0,95ca6f9295306945bf57606ed026e65bdaa213ee
False,1,4,4,0.959698565,66,25,125.25,4,7.022928241,10,330.5,1.084736895,74,True, 1303915872,1,95ca6f9295306945bf57606ed026e65bdaa213ee
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1303915884,0,95ca6f9295306945bf57606ed026e65bdaa213ee
False,1,2,2,0.609840305,20,0,47,5,0.827118056,9,29.5,1.90676294,19,False,1303917448,0,9bce16f6a94f15365df0b8bbeb68cedc24e2d0a1
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1303917459,0,9bce16f6a94f15365df0b8bbeb68cedc24e2d0a1
False,3,4,9,2.095268552,240,151,115.7777778,5,2.677521862,32,337,1.190048915,45,True, 1303987356,1,cd2c4ea0dc7c5a89f5f0bfd517bc82cd91d0f32b
False,1,1,1,0,1,0,132,2,13.05638889,7,342,1.076590856,9,False,1303991093,0,569b598b57a9941ec480a2f1efcd765f97daebaf
False,3,12,12,2.800382398,863,19,134,5,2.212903164,37,187.5,1.086261558,6,False,1303992622,0,2045a3df8012f770aa36779bffd4ed465d441ab5
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1303992633,0,2045a3df8012f770aa36779bffd4ed465d441ab5
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1303996453,0,767ba99902677527008555a87a53ccf8cbd2f0da
False,1,1,1,0,10,9,166,5,6.148298611,5,343,1.162646622,82,True, 1304335164,1,738157ee38caecc650f787cd3da63db2147319fc
False,2,5,21,3.254393167,505,385,62.66666667,5,7.302420084,72,354,1.022607106,46,True, 1304422087,1,
False,1,2,2,0.558629373,23,0,121,5,0.164976852,12,365.5,5.546092325,104,True, 1304436341,1,ec5bba46aa2bcfbfe4faf62fa70141dc082dcecf
False,1,24,48,4.823510533,5601,0,0,1,0,0,217.5,0,47,False,1304439645,0,8baaf07220f0dcd1a49cc5f2cdd77380868040f8
False,1,23,134,3.51662696,58523,0,0,1,0,0,66.5,0,133,False,1304439769,0,ec017a8b41be287a38f172bab01d6121ea012c5e
False,1,1,1,0,0,1,356,1,0.006516204,1,242,154.4635879,48,False,1304440208,0,3aaeb93b3c1ff5259174cb407d23294af4501a39
False,1,93,363,5.032172425,63775,63775,176.6473829,2,0.005057934,183,424,2.134644622,411,False,1304440611,0,76e76c634dc5e7905f01915e759419468358aff9
False,1,50,296,7.269827517,22590,22590,76.31756757,2,0.008993056,148,753.5,3.198850517,707,False,1304442165,0,c93092ff55da4fc973486d7f34b0ae53ef13460b
False,1,39,166,0.426990331,540,33452,344.5481928,2,0.005987422,168,984.5,4.553146335,873,False,1304442467,0,1bc97614214833b030a0c5bce2761a421ba99308
False,1,1,1,0,3,0,107,2,0.067060185,2,134,15.91197791,134,False,1304448261,0,9ecfbd6753a4b9da696a74de4f7a475460efad5a
True,1,1,1,0,1,1,128,2,0.067418981,2,135,15.83261803,135,False,1304448292,0,9ecfbd6753a4b9da696a74de4f7a475460efad5a
True,1,1,1,0,1,1,46,2,0.067650463,2,136,15.78186484,136,False,1304448312,0,9ecfbd6753a4b9da696a74de4f7a475460efad5a
False,1,1,1,0,2,0,9,1,19.95612269,1,137,1.050109934,0,False,1304448455,0,b21ef90f57edb654bf89ac52fb78ce81f597a875
True,1,2,2,1,2,2,40,2,0.082303241,4,138.5,10.11264239,138,False,1304449578,0,4256207912931df2748425bd5dea59b8d81d6abb
False,1,2,2,0.426228657,17,6,391,2,0.807256944,4,140.5,1.929072218,140,False,1304512214,0,f3b829e493327e553b0b9a601dcfe2d2134b1f55
False,1,2,2,0.928362072,84,12,373,2,0.874016204,4,142.5,1.858107661,142,False,1304517982,0,5e52bdabc78550b1b0a77dbc3aa431721a86cf1c
False,3,8,8,1.952283749,75,333,255,6,2.442706887,43,1071.5,1.38073818,7,False,1304518550,0,d7e4acbfacb316f6ddf5db80f731d4c7fd3031a9
False,1,1,1,0,1,8,162,2,0.898981481,2,144,2.112369966,143,False,1304520139,0,e2a10c393e833e17a19bf5c4c9535a7387e053b4
False,1,2,3,0.88077855,52,4,101.6666667,5,13.77183256,10,368,1.040357838,107,True, 1304520270,1,
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1304520989,0,6697fa2396d9d048bc550ae125910c326bac9e64
True,1,2,3,1.561278124,5,3,198,6,0.621145833,7,1077,1.725522573,882,False,1304521495,0,460598a6f4cf2ae7fc7ccdcdb1801ef706fd10ba
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1304521611,0,6a528128f057c16bb1ddff752055ea7cbeffbbce
False,1,1,1,0,10,5,500,2,0.086481481,3,145,12.56316916,144,False,1304525454,0,f8e341b19e8e74b416ffdc2fcbc98554c96a1f43
False,1,1,1,0,9,0,25,5,1.197314815,1,84,1.835202227,0,True, 1304525535,1,090b3cf185a13d8a8383773b3804e7584a2f6fdc
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1304526180,0,fb508d026585ee48710dfd95a254ebb49374bd02
False,1,2,2,0.193642805,7,127,264.5,2,1.168333333,4,146.5,1.641940086,146,False,1304543411,0,1db1e50c52c7c2052ba1507453b6ba82df42bb4c
False,1,1,1,0,15,15,251,2,1.169050926,2,148,1.855394729,147,False,1304543473,0,5c9d7d438a89ee4f62eaaad49b2de81b82ce0a6b
False,1,2,2,0.994030211,54,1,396.5,2,0.367048611,6,149.5,3.043326081,149,False,1304543927,0,36b4eb8fb4dab200d017a82e3ad6c07c5ed17d69
False,1,1,1,0,19,3,39,6,0.149803241,2,1079,7.675423009,32,False,1304547061,0,89d215f4e60648cebeef05e6a9cbb021a43d1df4
False,1,4,5,1.894114494,151,0,64,6,0.079293981,8,1082,4.451076514,37,True, 1304547146,1,a46de6935d2861313e5ac0ff2dabe3ae1c28c4b5
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1304547154,0,a46de6935d2861313e5ac0ff2dabe3ae1c28c4b5
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1304547561,0,d0a3341922f5a54693a62150e185d565b7657498
False,1,2,2,0.583019417,42,1,32,2,20.46491319,3,370.5,1.03672443,109,True, 1304551081,1,db7ec01b510352bfe3bb1ee4736eaaef39b75dbe
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1304551097,0,db7ec01b510352bfe3bb1ee4736eaaef39b75dbe
False,1,5,5,1.768789529,61,42,113.4,6,5.174173611,14,1087,1.052317046,42,True, 1304553258,2,1630a93633336ec37e77ddf7de24ddc48e312cc0
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1304553550,0,105d13663eecbe608d7cbc40e1d6e205482c5deb
True,1,4,5,1.741411676,50,30,92.6,6,0.065571759,16,1092,8.26377641,47,True, 1304557701,1,a89ba8fe76b8b977757883c59b8bd8aeb0160dea
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1304584630,0,efadda773449ad710c7b13a0f4a9ecfd14da59f5
False,1,1,1,0,5,0,154,5,9.065949074,4,0,0,0,False,1304586218,0,96f779d48bc5ee916a561d930280a0b447876576
True,1,2,2,0.721928095,4,1,137.5,6,0.351979167,13,99.5,3.130807931,14,False,1304588112,0,6f95d41649ec0bcfc81d27c8d8d50fb118f4d4d2
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1304589210,0,97d4c012ed6348a0c22579ade18ba51b466ea99b
