fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,contains_bug,author_date_unix_timestamp,commit_type,commit_id
False,1,1,2,0.503258335,5,4,482,1,32.57728009,2,1234.5,1.017486276,1209,False,1147870301,0,4934e296c619bec8b74041da8f1c6bbdfcc65b6d
False,1,6,9,2.466933925,546,91,969.2222222,1,21.5629501,20,1240,0.897932963,1218,True, 1147870539,2,62d01f2c3caae42b60161c8566015aee48648949
False,1,6,7,2.032910635,140,96,755.1428571,1,8.511522817,20,1248,1.222561919,1225,True, 1147976947,2,866474163a36185214428829def3fc31d2c30087
False,1,3,3,1.492698295,42,10,277.6666667,1,0.260381944,8,1253,3.346979597,1228,False,1147999444,0,1e8b770e9990539a860203abd1d5633818daeab6
False,1,1,1,0,40,39,1872,1,50.00076389,2,28,1.019999694,19,False,1148000188,0,574ff58c8d3fab970fa298630f8902cf2cf54080
False,1,1,1,0,0,451,451,1,50.00130787,2,29,1.019999477,20,False,1148000235,0,574ff58c8d3fab970fa298630f8902cf2cf54080
False,1,1,2,0.918295834,2,1,742.5,1,52.7359838,2,6.5,1.014221788,3,False,1148024015,0,da3c892aad058a262c672c17e7c5940cb9e31ebe
False,1,1,1,0,31,15,92,1,0.972268519,3,1255,2.028522451,1229,False,1148083448,0,ab25d957ccd7e6a888dccc3cdc660c89cb22df93
True,1,2,2,1,4,2,226.5,1,23.50258681,6,1256.5,1.027092859,1231,True, 1148083495,2,ab25d957ccd7e6a888dccc3cdc660c89cb22df93
False,1,2,2,0.440694239,244,8,112,1,3.527476852,3,1157.5,1.141744375,1135,True,1148136670,3,
False,1,2,5,1.748505841,345,34,1733,1,7.835270833,8,1105,1.040887524,1088,True,1148143089,3,
False,1,1,1,0,3,3,223,1,2.980891204,3,1258,1.335470144,1232,True, 1148341044,2,9a18a49830ad16c60d99111e554e64680fc50ebd
True,1,1,1,0,21,9,2335,1,32.75017361,2,8,1.030534189,4,False,1148447060,0,474d402a0766d2cd5814ac27516696482cb219be
False,1,7,24,3.766813507,486,1418,574.6666667,1,23.3300815,35,1173.5,1.008588061,1162,True,1148468645,3,
True,1,1,1,0,34,24,1086,1,55.53972222,3,9,1.018005131,5,False,1148530045,0,400e51ac3a86812f80e6a4df5fce62cb8f9e7177
False,3,18,76,4.449497259,7724,259,430.0526316,1,1.473504203,53,1026.5,1.068154828,2,True,1148604922,3,
True,1,2,2,0.863120569,8,6,298.5,1,25.40967014,7,1259.5,1.021169083,1234,False,1148661504,0,33772dbad8e7521a0b4845b24fd3293da43690a9
True,1,2,2,0.981152234,26,5,386.5,1,7.663240741,8,1261.5,1.097869821,1236,False,1148661548,0,33772dbad8e7521a0b4845b24fd3293da43690a9
False,1,6,9,2.466933925,546,91,969.2222222,1,21.5629501,20,1240,0.897932963,1218,True,1148734539,3,
False,1,51,162,6.801776534,9846,0,0,1,0,0,1343.5,0,161,True, 1148903494,1,f20cfff33f04e97c307398e93354ffb5a8d496a4
True,1,1,1,0,32,7,1868,1,10.81951389,8,1425,1.092425594,1237,False,1148911753,0,487f57db342d80ead1dd84488728514de0fe4f3e
False,1,1,1,0,1,1,9,2,47.10274306,4,1426,1.021230186,23,False,1148918534,0,2f1af894689ca5137ba443d4e124a6adbf8e9708
False,1,3,10,1.883945685,1107,4,0.4,2,12.39472454,2,1431.5,1.012101923,171,False,1148919421,0,919e446848f993c3678bb3adc292f992dd8fd997
False,1,1,1,0,312,0,0,1,0,0,1437,0,1238,False,1148983121,0,4ebbc070f40de9c0789f7b136aa4bed7ab0b57e6
False,1,1,2,0.668127334,45,81,806.5,1,43.5673206,3,1438.5,1.033381646,1240,False,1149433299,0,269eeac4907aca21cfb820c9b18a425f6cb2c0f5
False,1,1,1,0,27,107,651,1,69.0496875,1,1440,1.014482325,1241,False,1149433519,0,3b9739bcac7f0a447f11d4908d15e27ab453463e
False,1,1,1,0,6,0,261,1,72.63392361,1,10,1.013767671,6,False,1149743197,0,29b34d6fbbab2b63491108e114fd2093d2545d33
True,1,1,1,0,19,11,5547,1,30.03340278,7,1441,1.03329626,1242,False,1149778207,0,7b870a495d1d9fcf7bf6602f197ae3998ac6499c
False,1,1,1,0,0,312,312,1,9.209386574,1,1442,1.108584865,1243,False,1149778812,0,7d015385ab54fd2273a871589c3dc05d4d26d59d
False,1,3,27,4.105796287,9256,0,0,1,0,0,1456,0,1270,True, 1149780956,1,f1911d8c5f0dc3774fe731ae27d4a9a9b39197c3
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1149894412,0,7d5c25c6136d39b5bf521dfc0405150f1c598ac9
True,1,1,1,0,6,2,1094,1,73.26018519,1,0,0,0,False,1149894580,0,914932000311c8de5b8d7f7386988f9fd5b63180
True,1,1,1,0,0,12,1896,1,39.57420139,4,1,1.025268987,0,False,1150062833,0,276e5acca8d80e7a1e02280bd8376799151e6aa2
True,1,1,2,0.975119065,24,3,1321.5,1,20.67341435,7,0.5,0.512092826,1,False,1150491306,0,ef69911cfeb49cf6cf53d10f77e980fae031a83f
False,1,1,2,0.975119065,3,24,1332,1,0.136967593,9,2.5,6.475747845,3,False,1150503140,0,f019587ce19478dc4f55d122295121f229e36713
False,1,6,7,2.032910635,140,96,755.1428571,1,8.511522817,20,1248,1.222561919,1225,True,1150568947,3,
False,1,1,1,0,0,20,517,1,69.01237269,2,0,0,0,False,1150801950,0,f9ae329864bb8306e1f7cb4e1ba5f29dd471ef09
False,1,1,1,0,10,12,5555,1,12.24548611,8,30,1.081662744,21,False,1150836217,0,69b2209da55c80155568ad2089f7afa86392f187
False,1,1,2,0.991703308,0,280,140,1,85.28599537,2,31.5,1.008793941,23,False,1150836336,0,592b953ffcb362f53ebc4fb45b2b36dc02cfa30a
False,1,1,1,0,19,0,502,1,85.28653935,1,33,1.01172518,24,False,1150836383,0,592b953ffcb362f53ebc4fb45b2b36dc02cfa30a
False,1,2,16,3.336291567,584,1774,352.5625,1,79.31320023,20,41.5,1.002564308,40,False,1150839102,0,1823a9e9dd1bcb51dea24f5f764de70dae2da2dd
True,1,6,9,2.829984466,100,100,101.7777778,2,32.2561767,17,1474,1.006054136,1279,True, 1150881692,1,d819f02faff43c0530b2b49d045bf5ac2ff6ef54
False,1,7,26,3.491611647,521,208,60.30769231,2,2.826927528,13,1125.5,0.951103979,1119,True,1150895899,3,
False,1,2,2,0.359101626,30,14,286.5,1,3.243373843,3,1139.5,1.166800415,1121,True,1150896722,3,
False,1,2,10,3.310732926,319,0,0,1,0,0,1089.5,0,1076,True,1150898985,3,
False,1,1,2,0.313026992,389,1,674.5,1,5.206012731,1,1100.5,1.096042792,1082,True,1150933625,3,
False,1,3,6,2.211228968,6033,2,210.6666667,2,13.99924961,2,6.5,1.0119054,9,True, 1150937333,2,1b97f8c3b030cbf2366cdf3f51fe2f9d3256d249
False,1,1,1,0,1816,1823,1845,2,0.039641204,1,10,26.22627737,10,True, 1150940758,2,3355e49ca49775133306cd8d6b399fa1ed15c463
False,1,1,2,0.249882293,23,1,237,2,48.81409722,20,1479.5,1.015364414,25,False,1150971101,0,dbbcc3766f9104cb099433230dc45a7fe66a1983
False,1,1,1,0,2,6,1268,2,0.635173611,3,11,2.574372711,11,False,1150992212,0,bace5da45a251fde040639aef0e432740915e10b
True,1,1,1,0,1823,1816,1838,2,0.600219907,2,12,2.666056037,12,True, 1150992617,2,b85225634e2e33292e552e0f63256b46e6684cdc
True,1,1,1,0,1,1,827,2,0.680798611,1,13,2.468863161,13,True, 1150996154,2,f035729514dce87f90b56c40ac9459f797182e0b
True,1,2,3,0.074657114,1863,1827,1489.666667,2,0.32099537,6,15,2.180097742,16,True, 1151003102,2,bd8122700c2e70e5adbaddcd289fb1a974f981fe
False,1,2,2,0.976020648,19,3,1354,2,0.037928241,7,17.5,20.7741837,18,False,1151006379,0,2358bb7e5b225b20232d788428ea6bf7ee8ad9c1
True,1,2,2,0.337290067,25,23,1362,2,0.02,9,19.5,38.5,20,False,1151008107,0,22702a97ea1c85017520140aa84bada0d1ff1813
False,1,1,1,0,15,7,860,2,0.065231481,5,21,16.33002129,21,False,1151013743,0,99492278e77ea199144b4613fea428fe7c34fcc0
False,1,3,6,2.211228968,6033,2,210.6666667,2,13.99924961,2,6.5,1.0119054,9,True,1151023733,3,
False,1,1,1,0,1816,1823,1845,2,0.039641204,1,10,26.22627737,10,True,1151027158,3,
True,1,1,1,0,1823,1816,1838,2,0.600219907,2,12,2.666056037,12,True,1151079017,3,
True,1,1,1,0,1,1,827,2,0.680798611,1,13,2.468863161,13,True,1151082554,3,
True,1,2,3,0.074657114,1863,1827,1489.666667,2,0.32099537,6,15,2.180097742,16,True,1151089502,3,
False,1,1,1,0,1,1,1866,2,3.888946759,6,1481,1.257139031,1280,False,1151344112,0,3796f4a335094570dd2661fd4459408244bf8a2c
False,1,1,1,0,3,2,60,2,4.343171296,6,0,0,0,False,1151346351,0,a554696ad5bf965d052136ed61f8245cf14f0d1c
False,1,1,5,2.287971934,39,1,1172.4,1,50.99514583,16,1484,1.011098879,1285,False,1151416116,0,10933885a4a5ae39e98287320bb5db025f6cf687
False,1,1,1,0,23,7,1697,1,64.22681713,4,1487,1.01556982,1286,False,1151581050,0,5638661fd2a06b148f041147be8726c03be529a9
False,1,1,1,0,2,3,61,2,7.887233796,7,1488,1.126787163,26,False,1152027808,0,51133e745ccc2b4ec434def1c4fba45faa978d06
False,1,1,1,0,6,2,2546,1,10.36584491,5,1489,1.09647067,1287,False,1152311725,0,598e2d01af132c6a974dc2654557ca909ac10e5e
False,1,1,1,0,0,6,933,1,29.29167824,1,1490,1.034139389,1288,False,1152311757,0,598e2d01af132c6a974dc2654557ca909ac10e5e
False,1,1,3,1.318579286,1234,0,0,1,0,0,1492,0,29,False,1152311823,0,d2786e2fce3d827e0b3878239e0e14fecfb88034
False,2,24,125,4.75434261,39847,0,0,1,0,0,1556,0,294,True, 1152312004,1,74609bd2aef7633e9f8cfe6d21fa3b1f65f1f14d
False,1,1,1,0,12,7,566,1,102.3673611,1,1619,1.009768739,1289,False,1152312166,0,bfa41ea3e3ce0b6679f5d035988a5eb651b7d8de
True,1,1,1,0,70,0,1098,1,28.98998843,2,2,1.034494667,1,False,1152399315,0,2ba5e6a9c5a2cf3e504f33ecf45aa7b0ad531428
False,1,1,2,0.485460761,6,13,825.5,2,18.12108796,7,22.5,1.042078383,23,False,1152541200,0,16255284d6351f2f3b249a3ad33410c60d74381f
True,1,1,1,0,4,6,766,1,3.650115741,1,1620,1.273963915,30,False,1152627193,0,5940d8961242a9a190ca45b0f0eaa8350911be85
False,1,2,3,0.681194563,2,421,1479.333333,2,17.76605324,10,25,1.032635003,26,False,1152629836,0,2ce8dad75b644e552e0f07622ab70f27786d26b6
False,1,1,1,0,1,1,34,1,106.1649074,1,1,1.009419308,1,False,1152640274,0,01a9b59984cbfb2c6af048ff19d8228334b6af7f
False,4,9,32,3.340929433,2406,108,43.25,2,4.682433087,30,1636.5,1.015291997,297,False,1152724715,0,7f6d0018bbb36b63f4651e453be61ab298993297
True,1,1,1,0,5,27,764,2,0.181412037,3,1653,6.512313385,34,False,1152740389,0,72a0280074c2a7d01bbd7e63c4b2c156ba70d076
False,1,1,1,0,3,7,1501,2,1.355972222,8,27,1.737478234,27,False,1152746992,0,ba9197592ce97701c41ece1a5434f85eaa618942
True,1,1,1,0,59,143,2036,1,107.5130556,1,3,1.009301196,1,False,1152756754,0,96f8cc2ce0d4824c28d7fd2ad7a813d15bb9e2c1
False,1,1,3,1.559995133,0,1259,419.6666667,1,107.5293981,3,5,1.0056832,4,False,1152758166,0,db8f5f389faadeb02b41732bb0b92b5bec4a4ec8
False,1,1,17,3.605492496,1312,0,0,1,0,0,1662,0,16,True, 1152794800,2,94400a237d15768ca227dd8c0f4dd5716b48e388
False,1,1,1,0,7,0,436,2,0.812141204,17,1671,2.231312973,35,False,1152794884,0,95afc9f28f24c2135dcad490a548b455dee0d7e3
False,2,3,5,1.602674687,100,5,1595.6,2,42.36948148,15,1674,1.043115603,1292,False,1152799217,0,5d75d932197c2614bdfda0b2bd84616c45a7489d
False,1,2,2,0.88797632,34,2,100,1,51.285625,8,28.5,1.014026954,29,False,1152803576,0,cc4bd33fd1fad0d13f8ae29f15573ee0bc454322
False,1,3,3,1.295836389,21,7,1129.333333,2,1.082345679,17,31,2.962070525,32,False,1152820316,0,dd7e5db5f665b3b3db7cb941f7f6e5c6d47751fc
False,1,2,2,0.949848553,65,38,1184.5,2,1.931342593,17,33.5,1.270423836,34,False,1152847626,0,8c86b5bc6cb4a41bb935d2785b5b7118a22f4d2e
False,1,1,1,0,10,16,1520,2,0.057407407,11,35,18.41935484,35,False,1152852586,0,9051683b68f2fd5ad91b4210d0678eb2058ee328
False,1,1,1,0,16,10,1514,2,0.0171875,12,36,59.18181818,36,False,1152854071,0,c94953af1cf48c0f4d9f63241d07e81e885efcf5
False,1,1,1,0,673,673,673,1,81.08142361,4,2,1.012333281,2,True, 1153235798,1,0cf9b74e40614407f9bab2906cd218639236753a
False,1,1,1,0,1264,1264,1264,2,25.98243056,4,3,1.038487546,3,True, 1153237094,1,843789ce33b5aa6d10bbfdd52cab659685f98c76
False,1,1,1,0,14,0,673,1,0.659108796,5,1677,2.517200204,1293,True, 1153292745,1,b9b21507f27479d8e07da5c4cb27e4c26708bdc7
True,1,2,2,0.749595257,25,3,266.5,1,113.9631481,2,37.5,1.006581075,38,False,1153314042,0,510e33b712a5b3d82c60fbdfbbbd84ed444f3757
False,1,1,1,0,0,0,0,1,114.1251505,1,4,1.00876231,4,False,1153328039,0,0ff402cac0e146f602ab4d5b6f4996f425336f45
False,1,2,3,1.535063651,41,19,1355.333333,2,6.861782407,19,40,1.094677425,41,False,1153331387,0,c7389bdcdaff4a2e9dcafc2246b66377b49dd075
False,1,1,1,0,2,1,1790,2,0.009444444,5,42,106.8823529,42,False,1153332203,0,c705e291c22dbbe2c8e25822fd1911a4481ef618
False,3,89,1008,8.96098816,273329,273329,271.1924603,3,108.9916608,1265,508.5,1.000072232,5,True, 1153399834,1,eae54419c6e196933998f63358367040edaa4a8c
False,2,2,17,0,0,0,62.64705882,2,7.825014978,17,1021,1.026167059,1,False,1153462636,0,f44092adfc86049b12c435e5b5ab71fb1c264639
False,3,3,4,1.991864444,733,733,183.25,2,36.02390914,4,1031.5,1.007746763,2,False,1153462950,0,9d78207fabd9ce638ca63255e6a084723c6086a4
False,1,1,1,0,2,4,1527,3,1.150787037,15,43,1.868970511,43,False,1153499262,0,c2e6ded9afba7701e13f4639a370ee661a5acc80
False,1,1,1,0,23,21,1525,3,0.126956019,16,44,8.87674355,44,True, 1153510231,2,06260b035678cd9aa86a598e19baf65eafbb8a8f
False,1,1,1,0,2,26,1527,3,0.031296296,17,45,32.95266272,45,False,1153512935,0,c7f1aec0934c1c11cc881b9f11398b24a2745e2b
True,1,1,1,0,100,85,1952,3,1.478761574,3,7,1.676241537,5,True, 1153527599,1,c30afec80deea72708dbf00f1cb692025860147e
True,1,1,1,0,8,2,313,3,2.37380787,2,8,1.421264085,6,False,1153604931,0,8ed77be99141f5ec060d6e9b21ce5278519e666c
True,1,1,1,0,1,1,254,1,14.97520833,1,9,1.066777034,0,False,1153605862,0,df639cb7dde549b92936325e8ff9d690a6e9ea7a
False,1,2,4,1.173180053,50,67,1173,3,5.061782407,14,1680.5,1.102895243,1298,True, 1153837172,1,e704bc8b1ffafe43e1f9caf974058d79e7c647fe
True,1,1,1,0,2,1,567,3,6.488900463,2,10,1.154109314,7,False,1153960475,0,0f9844c5f248862e8a99f194596da0fdc302ffd8
