line,commit_id,count,line_level_label
"ELNode.Nodes el = ELParser.parse(expr.toString(), pageInfo",a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,0
"el = ELParser.parse(attrs.getValue(i), pageInfo",a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,0
} else if (((ELNode.Root) node).getType() == '#') {,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,0
TagAttributeInfo tldAttr = tldAttrs[j];,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,0
if (tldAttr.canBeRequestTime(),a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,0
if (tldAttr.isDeferredMethod()) {,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,0
String m = tldAttr.getMethodSignature();,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,0
m = m.trim();,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,0
int rti = m.indexOf(' ');,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,0
if (tldAttr.isDeferredValue()) {,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,0
expectedType = tldAttr.getExpectedTypeName();,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,0
"jspAttrs[i] = new Node.JspAttribute(tldAttr,",a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,0
"jspAttrs[i] = getJspAttribute(tldAttr,",a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,0
} else if (pageInfo.isELIgnored()) {,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,0
"result = new Node.JspAttribute(tai, qName, uri, localName,",a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,0
"ELNode.Nodes el = ELParser.parse(value, pageInfo",a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,0
if (el.containsEL()) {,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,0
"Iterator<ELNode> nodes = ELParser.parse(value,",a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,0
this.tagInfo = compiler.getCompilationContext().getTagInfo();,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
if (!pageInfo.isDeferredSyntaxAllowedAsLiteral(),a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
ELNode.Nodes el = ELParser.parse(expr.toString());,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
if (!runtimeExpression) {,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
el = ELParser.parse(attrs.getValue(i));,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
if (pageInfo.isELIgnored()) {,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
deferredValueIsLiteral = true;,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
if (tldAttrs[j].canBeRequestTime(),a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
if (tldAttrs[j].isDeferredMethod()) {,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
String m = tldAttrs[j].getMethodSignature();,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
int rti = m.trim().indexOf(' ');,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
if (tldAttrs[j].isDeferredValue()) {,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
expectedType = tldAttrs[j].getExpectedTypeName();,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
"jspAttrs[i] = new Node.JspAttribute(tldAttrs[j],",a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
"jspAttrs[i] = getJspAttribute(tldAttrs[j],",a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
ELNode.Nodes el = ELParser.parse(value);,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
Iterator<ELNode> nodes = el.iterator();,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
ELNode node = nodes.next();,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
if (node instanceof ELNode.Root) {,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
if (((ELNode.Root) node).getType() == '#') {,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
deferred = true;,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
|| !deferred)) {,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
Iterator<ELNode> nodes = ELParser.parse(value).iterator();,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,1,1
.isDeferredSyntaxAllowedAsLiteral());,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,0,0
"err.jspError(n,",a4c1b0b3466e9246995504c29cf7e3f1da7f8146,0,0
"""jsp.error.attribute.deferredmix"");",a4c1b0b3466e9246995504c29cf7e3f1da7f8146,0,0
},a4c1b0b3466e9246995504c29cf7e3f1da7f8146,0,0
tldAttr.getName());,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,0,0
"tldAttr.getName(), expectedType);",a4c1b0b3466e9246995504c29cf7e3f1da7f8146,0,0
"tldAttr.getName(), expectedType, attrs.getValue(i));",a4c1b0b3466e9246995504c29cf7e3f1da7f8146,0,0
"value, false, null, dynamic);",a4c1b0b3466e9246995504c29cf7e3f1da7f8146,0,0
pageInfo.isDeferredSyntaxAllowedAsLiteral()).iterator();,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,0,0
private TagInfo tagInfo;,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,0,1
},a4c1b0b3466e9246995504c29cf7e3f1da7f8146,0,1
"err.jspError(n, ""jsp.error.attribute.custom.non_rt_with_expr"",",a4c1b0b3466e9246995504c29cf7e3f1da7f8146,0,1
tldAttrs[j].getName());,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,0,1
"tldAttrs[j].getName(), expectedType);",a4c1b0b3466e9246995504c29cf7e3f1da7f8146,0,1
"tldAttrs[j].getName(), expectedType, attrs.getValue(i));",a4c1b0b3466e9246995504c29cf7e3f1da7f8146,0,1
while (nodes.hasNext()) {,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,0,1
"log.debug(sm.getString(""aprListener.sslInit""));",5b825c66bd579728fd8ff9955b7522a74b5ab1ab,1,1
"protected static String FIPSMode = ""off""; // default off, valid only when SSLEngine=""on""",5b825c66bd579728fd8ff9955b7522a74b5ab1ab,1,0
// Ensure that the SSLEngine is consistent with that used for SSL init,5b825c66bd579728fd8ff9955b7522a74b5ab1ab,1,0
// Ensure that the random seed is consistent with that used for SSL init,5b825c66bd579728fd8ff9955b7522a74b5ab1ab,1,0
// Ensure that the FIPS mode is consistent with that used for SSL init,5b825c66bd579728fd8ff9955b7522a74b5ab1ab,1,0
"log.info(sm.getString(""aprListener.sslInit""));",5b825c66bd579728fd8ff9955b7522a74b5ab1ab,1,1
"log.debug(sm.getString(""aprListener.sslInit""), t);",5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
import org.apache.tomcat.jni.SSL;,5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
protected static boolean fipsModeActive = false;,5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
"log.error(sm.getString(""aprListener.sslInit""), t);",5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
fipsModeActive = false;,5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
"if(""on"".equalsIgnoreCase(AprLifecycleListener.FIPSMode)) {",5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
"log.info(sm.getString(""aprListener.initializingFIPS""));",5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
int result = SSL.fipsModeSet(1);,5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
// success is defined as return value = 1,5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
if(1 == result) {,5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
fipsModeActive = true;,5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
"log.info(sm.getString(""aprListener.initializeFIPSSuccess""));",5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
} else {,5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
"// This case should be handled by the native method,",5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
"// but we'll make absolutely sure, here.",5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
"log.error(sm.getString(""aprListener.initializeFIPSFailed""));",5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
"throw new IllegalStateException(sm.getString(""aprListener.initializeFIPSFailed""));",5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
},5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
if(sslInitialized),5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
"throw new IllegalStateException(sm.getString(""aprListener.tooLateForSSLEngine""));",5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
"throw new IllegalStateException(sm.getString(""aprListener.tooLateForSSLRandomSeed""));",5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
public void setFIPSMode(String FIPSMode),5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
{,5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
"throw new IllegalStateException(sm.getString(""aprListener.tooLateForFIPSMode""));",5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
AprLifecycleListener.FIPSMode = FIPSMode;,5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
public boolean isFIPSModeActive(),5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
return fipsModeActive;,5b825c66bd579728fd8ff9955b7522a74b5ab1ab,0,0
public interface TaskCreator  {,58a4d0632809b618e9e373d99caf001315f5cdbc,3,0
public static interface TaskCreator  {,58a4d0632809b618e9e373d99caf001315f5cdbc,3,1
public AbstractRxTask createRxTask();,58a4d0632809b618e9e373d99caf001315f5cdbc,2,1
AbstractRxTask createRxTask();,58a4d0632809b618e9e373d99caf001315f5cdbc,1,0
// Identify the HTTP-specific request and response objects (if any),f1ad272fc07042001086e1a8291adeab35ca074b,2,1
HttpServletRequest hrequest = null;,f1ad272fc07042001086e1a8291adeab35ca074b,1,0
HttpServletResponse hresponse = null;,f1ad272fc07042001086e1a8291adeab35ca074b,1,0
HttpServletRequest hrequest = state.hrequest;,f1ad272fc07042001086e1a8291adeab35ca074b,1,0
HttpServletResponse hresponse = state.hresponse;,f1ad272fc07042001086e1a8291adeab35ca074b,1,0
state.hrequest = (HttpServletRequest)current;,f1ad272fc07042001086e1a8291adeab35ca074b,1,0
state.hresponse = (HttpServletResponse)current;,f1ad272fc07042001086e1a8291adeab35ca074b,1,0
HttpServletRequest hrequest = null;,f1ad272fc07042001086e1a8291adeab35ca074b,1,1
hrequest = (HttpServletRequest) request;,f1ad272fc07042001086e1a8291adeab35ca074b,1,1
HttpServletResponse hresponse = null;,f1ad272fc07042001086e1a8291adeab35ca074b,1,1
hresponse = (HttpServletResponse) response;,f1ad272fc07042001086e1a8291adeab35ca074b,1,1
servletPath);,f1ad272fc07042001086e1a8291adeab35ca074b,1,1
"invoke(request, state.outerResponse, state);",f1ad272fc07042001086e1a8291adeab35ca074b,1,1
HttpServletResponse hresponse = (HttpServletResponse) response;,f1ad272fc07042001086e1a8291adeab35ca074b,1,1
/**,f1ad272fc07042001086e1a8291adeab35ca074b,0,0
* Outer most HttpServletRequest in the chain,f1ad272fc07042001086e1a8291adeab35ca074b,0,0
*/,f1ad272fc07042001086e1a8291adeab35ca074b,0,0
* Outermost HttpServletResponse in the chain,f1ad272fc07042001086e1a8291adeab35ca074b,0,0
wrapResponse(state);,f1ad272fc07042001086e1a8291adeab35ca074b,0,0
if ((servletPath == null) && (pathInfo == null)) {,f1ad272fc07042001086e1a8291adeab35ca074b,0,0
if (name != null) {,f1ad272fc07042001086e1a8291adeab35ca074b,0,0
if(state.hrequest == null && (current instanceof HttpServletRequest)),f1ad272fc07042001086e1a8291adeab35ca074b,0,0
if(state.hresponse == null && (current instanceof HttpServletResponse)) {,f1ad272fc07042001086e1a8291adeab35ca074b,0,0
if(!state.including) // Forward only needs hresponse,f1ad272fc07042001086e1a8291adeab35ca074b,0,0
return null;,f1ad272fc07042001086e1a8291adeab35ca074b,0,0
},f1ad272fc07042001086e1a8291adeab35ca074b,0,0
if (request instanceof HttpServletRequest),f1ad272fc07042001086e1a8291adeab35ca074b,0,1
if (response instanceof HttpServletResponse),f1ad272fc07042001086e1a8291adeab35ca074b,0,1
// Handle a non-HTTP forward by passing the existing request/response,f1ad272fc07042001086e1a8291adeab35ca074b,0,1
if ((hrequest == null) || (hresponse == null)) {,f1ad272fc07042001086e1a8291adeab35ca074b,0,1
"processRequest(hrequest,hresponse,state);",f1ad272fc07042001086e1a8291adeab35ca074b,0,1
},f1ad272fc07042001086e1a8291adeab35ca074b,0,1
else if ((servletPath == null) && (pathInfo == null)) {,f1ad272fc07042001086e1a8291adeab35ca074b,0,1
// Handle a non-HTTP include,f1ad272fc07042001086e1a8291adeab35ca074b,0,1
if (!(request instanceof HttpServletRequest) ||,f1ad272fc07042001086e1a8291adeab35ca074b,0,1
!(response instanceof HttpServletResponse)) {,f1ad272fc07042001086e1a8291adeab35ca074b,0,1
"request.setAttribute(ApplicationFilterFactory.DISPATCHER_TYPE_ATTR,",f1ad272fc07042001086e1a8291adeab35ca074b,0,1
Integer.valueOf(ApplicationFilterFactory.INCLUDE));,f1ad272fc07042001086e1a8291adeab35ca074b,0,1
request.setAttribute(,f1ad272fc07042001086e1a8291adeab35ca074b,0,1
"ApplicationFilterFactory.DISPATCHER_REQUEST_PATH_ATTR,",f1ad272fc07042001086e1a8291adeab35ca074b,0,1
else if (name != null) {,f1ad272fc07042001086e1a8291adeab35ca074b,0,1
} else if (checkDeferred && ((ELNode.Root) node).getType() == '#') {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,4,1
boolean expression = runtimeExpression || elExpression;,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,3,0
boolean expression = runtimeExpression,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,3,1
"|| (elExpression  && (!pageInfo.isELIgnored() || (!""true"".equalsIgnoreCase(pageInfo.getIsELIgnored()) && checkDeferred && deferred)));",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,3,1
boolean deferred = false;,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,3,1
ELNode node = nodes.next();,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,3,1
deferred = true;,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,3,1
"ELNode.Nodes el = ELParser.parse(expr.toString(), pageInfo",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,2,0
"el = ELParser.parse(attrs.getValue(i), pageInfo",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,2,0
} else if (((ELNode.Root) node).getType() == '#') {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,2,0
if (deferred && !tldAttr.isDeferredMethod() && !tldAttr.isDeferredValue()) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,2,0
"ELNode.Nodes el = ELParser.parse(value, pageInfo",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,2,0
"Iterator<ELNode> nodes = ELParser.parse(value,",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,2,0
ELNode.Nodes el = ELParser.parse(expr.toString());,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,2,1
boolean checkDeferred = !pageInfo.isDeferredSyntaxAllowedAsLiteral(),50cf0ff9445b85f155feb3d6f1fa976ca97074f5,2,1
boolean deferredValueIsLiteral = false;,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,2,1
el = ELParser.parse(attrs.getValue(i));,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,2,1
deferredValueIsLiteral = true;,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,2,1
if (deferred && !tldAttrs[j].isDeferredMethod() && !tldAttrs[j].isDeferredValue()) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,2,1
ELNode.Nodes el = ELParser.parse(value);,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,2,1
Iterator<ELNode> nodes = el.iterator();,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,2,1
&& ((!pageInfo.isDeferredSyntaxAllowedAsLiteral() && deferred),50cf0ff9445b85f155feb3d6f1fa976ca97074f5,2,1
Iterator<ELNode> nodes = ELParser.parse(value).iterator();,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,2,1
if (!runtimeExpression && !pageInfo.isELIgnored()) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,0
if (elExpression && deferred) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,0
},50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,0
if (elExpression && !deferred) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,0
TagAttributeInfo tldAttr = tldAttrs[j];,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,0
String m = tldAttr.getMethodSignature();,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,0
m = m.trim();,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,0
int rti = m.indexOf(' ');,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,0
expectedType = tldAttr.getExpectedTypeName();,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,0
"jspAttrs[i] = new Node.JspAttribute(tldAttr,",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,0
if (!deferred && !tldAttr.canBeRequestTime()) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,0
"jspAttrs[i] = getJspAttribute(tldAttr,",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,0
} else if (pageInfo.isELIgnored()) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,0
"result = new Node.JspAttribute(tai, qName, uri, localName,",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,0
this.tagInfo = compiler.getCompilationContext().getTagInfo();,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,1
&& (tagInfo == null,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,1
"|| ((tagInfo != null) && !(tagInfo.getTagLibrary().getRequiredVersion().equals(""2.0"")",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,1
"&& !(tagInfo.getTagLibrary().getRequiredVersion().equals(""2.0"")",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,1
},50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,1
if (deferredValueIsLiteral && !pageInfo.isDeferredSyntaxAllowedAsLiteral()) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,1
String m = tldAttrs[j].getMethodSignature();,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,1
int rti = m.trim().indexOf(' ');,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,1
expectedType = tldAttrs[j].getExpectedTypeName();,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,1
"jspAttrs[i] = new Node.JspAttribute(tldAttrs[j],",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,1
if (!deferred && !tldAttrs[j].canBeRequestTime()) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,1
"jspAttrs[i] = getJspAttribute(tldAttrs[j],",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,1
if (((ELNode.Root) node).getType() == '#') {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,1
if (el.containsEL() && !pageInfo.isELIgnored(),50cf0ff9445b85f155feb3d6f1fa976ca97074f5,1,1
if (!pageInfo.isDeferredSyntaxAllowedAsLiteral()) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,0
.isDeferredSyntaxAllowedAsLiteral());,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,0
"err.jspError(n,",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,0
"""jsp.error.attribute.deferredmix"");",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,0
if (tldAttr.canBeRequestTime(),50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,0
|| tldAttr.isDeferredMethod() || tldAttr.isDeferredValue()) { // JSP 2.1,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,0
if (tldAttr.isDeferredMethod()) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,0
tldAttr.getName());,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,0
if (tldAttr.isDeferredValue()) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,0
"tldAttr.getName(), expectedType);",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,0
"tldAttr.getName(), expectedType, attrs.getValue(i));",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,0
"value, false, null, dynamic);",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,0
if (el.containsEL()) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,0
pageInfo.isDeferredSyntaxAllowedAsLiteral()).iterator();,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,0
private TagInfo tagInfo;,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,1
if (!pageInfo.isDeferredSyntaxAllowedAsLiteral(),50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,1
"|| tagInfo.getTagLibrary().getRequiredVersion().equals(""1.2""))))) {",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,1
"|| tagInfo.getTagLibrary().getRequiredVersion().equals(""1.2""));",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,1
if (!runtimeExpression) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,1
if (pageInfo.isELIgnored()) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,1
if (tldAttrs[j].canBeRequestTime(),50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,1
|| tldAttrs[j].isDeferredMethod() || tldAttrs[j].isDeferredValue()) { // JSP 2.1,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,1
"err.jspError(n, ""jsp.error.attribute.custom.non_rt_with_expr"",",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,1
tldAttrs[j].getName());,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,1
if (tldAttrs[j].isDeferredMethod()) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,1
if (tldAttrs[j].isDeferredValue()) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,1
"tldAttrs[j].getName(), expectedType);",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,1
"tldAttrs[j].getName(), expectedType, attrs.getValue(i));",50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,1
while (nodes.hasNext()) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,1
if (node instanceof ELNode.Root) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,1
|| !deferred)) {,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,0,1
"|| (elExpression  && (!pageInfo.isELIgnored() || (!""true"".equalsIgnoreCase(pageInfo.getIsELIgnored()) && checkDeferred && deferred)));",a74181e4b96eabec20fd18b37e12ebf477929eb0,10,1
boolean expression = runtimeExpression || elExpression;,a74181e4b96eabec20fd18b37e12ebf477929eb0,4,0
boolean expression = runtimeExpression,a74181e4b96eabec20fd18b37e12ebf477929eb0,3,1
if (elExpression && deferred) {,a74181e4b96eabec20fd18b37e12ebf477929eb0,2,0
if (elExpression && !deferred) {,a74181e4b96eabec20fd18b37e12ebf477929eb0,2,0
|| tldAttr.isDeferredMethod() || tldAttr.isDeferredValue()) { // JSP 2.1,a74181e4b96eabec20fd18b37e12ebf477929eb0,2,0
if (deferred && !tldAttr.isDeferredMethod() && !tldAttr.isDeferredValue()) {,a74181e4b96eabec20fd18b37e12ebf477929eb0,2,0
"|| ((tagInfo != null) && !(tagInfo.getTagLibrary().getRequiredVersion().equals(""2.0"")",a74181e4b96eabec20fd18b37e12ebf477929eb0,2,1
boolean checkDeferred = !pageInfo.isDeferredSyntaxAllowedAsLiteral(),a74181e4b96eabec20fd18b37e12ebf477929eb0,2,1
|| tldAttrs[j].isDeferredMethod() || tldAttrs[j].isDeferredValue()) { // JSP 2.1,a74181e4b96eabec20fd18b37e12ebf477929eb0,2,1
if (deferred && !tldAttrs[j].isDeferredMethod() && !tldAttrs[j].isDeferredValue()) {,a74181e4b96eabec20fd18b37e12ebf477929eb0,2,1
