line,commit_id,count,line_level_label
"( [ npm.commands, ""install"", depsNeeded.slice(0) ]",1a0fb065b6a28ce54e6c4960c884972d1aaa2ea0,0,0
if (!er) return cb(),1a0fb065b6a28ce54e6c4960c884972d1aaa2ea0,0,0
"// error, rollback",1a0fb065b6a28ce54e6c4960c884972d1aaa2ea0,0,0
"log(er, ""error linking, rollback"")",1a0fb065b6a28ce54e6c4960c884972d1aaa2ea0,0,0
"npm.commands.rm(rb, function (er_) {",1a0fb065b6a28ce54e6c4960c884972d1aaa2ea0,0,0
"if (er_) log(er_, ""error rolling back"")",1a0fb065b6a28ce54e6c4960c884972d1aaa2ea0,0,0
cb(er),1a0fb065b6a28ce54e6c4960c884972d1aaa2ea0,0,0
}},1a0fb065b6a28ce54e6c4960c884972d1aaa2ea0,0,0
( jsonFile,1a0fb065b6a28ce54e6c4960c884972d1aaa2ea0,0,1
"crypto.createHash(""sha1"").update(folder).digest(""hex"").substr(0,8)",1a0fb065b6a28ce54e6c4960c884972d1aaa2ea0,0,1
),1a0fb065b6a28ce54e6c4960c884972d1aaa2ea0,0,1
if (er) return cb(er),1a0fb065b6a28ce54e6c4960c884972d1aaa2ea0,0,1
"log(data.name+"" ""+data.version, ""link"")",1a0fb065b6a28ce54e6c4960c884972d1aaa2ea0,0,1
cb(),1a0fb065b6a28ce54e6c4960c884972d1aaa2ea0,0,1
},1a0fb065b6a28ce54e6c4960c884972d1aaa2ea0,0,1
"require(""./utils/link"")(folder, pkgDir, cb)",1a0fb065b6a28ce54e6c4960c884972d1aaa2ea0,0,1
var data = pkg && pkg._data || pkg,48106360d2f4de074947d27dde6d3d3115909e6c,8,1
"var pkgDir = path.join(npm.dir, data.name, data.version, ""package"")",48106360d2f4de074947d27dde6d3d3115909e6c,5,0
", pkgDir = path.join(npm.dir, data.name, data.version, ""package"")",48106360d2f4de074947d27dde6d3d3115909e6c,5,1
", deps = data.dependencies || {}",48106360d2f4de074947d27dde6d3d3115909e6c,3,0
", pkg = {}",48106360d2f4de074947d27dde6d3d3115909e6c,3,1
pkg._data = data,48106360d2f4de074947d27dde6d3d3115909e6c,3,1
", readInstalled = require(""./utils/read-installed"")",48106360d2f4de074947d27dde6d3d3115909e6c,2,0
", semver = require(""./utils/semver"")",48106360d2f4de074947d27dde6d3d3115909e6c,2,0
", depNames = Array.isArray(deps) ? deps : Object.keys(deps)",48106360d2f4de074947d27dde6d3d3115909e6c,2,0
var o = {},48106360d2f4de074947d27dde6d3d3115909e6c,2,0
"var satis = semver.maxSatisfying(Object.keys(inst[d]), deps[d])",48106360d2f4de074947d27dde6d3d3115909e6c,2,0
var depsNeeded = Object.keys(deps).map(function (d) {,48106360d2f4de074947d27dde6d3d3115909e6c,2,0
", [ require(""./utils/link""), folder, pkgDir ]",48106360d2f4de074947d27dde6d3d3115909e6c,2,0
"var rb = depsNeeded.concat([data.name+""@""+data.version])",48106360d2f4de074947d27dde6d3d3115909e6c,2,0
", [readAndLink, jsonFile, folder]",48106360d2f4de074947d27dde6d3d3115909e6c,1,0
", ""-1-LINK-""+(",48106360d2f4de074947d27dde6d3d3115909e6c,1,0
", doLink(folder, cb)",48106360d2f4de074947d27dde6d3d3115909e6c,1,0
"deps.forEach(function (d) { o[d] = ""*"" })",48106360d2f4de074947d27dde6d3d3115909e6c,1,0
deps = o,48106360d2f4de074947d27dde6d3d3115909e6c,1,0
", [ npm.commands, ""build"", [data] ]",48106360d2f4de074947d27dde6d3d3115909e6c,1,0
", function (er) {",48106360d2f4de074947d27dde6d3d3115909e6c,1,0
", function (cb) { readJson",48106360d2f4de074947d27dde6d3d3115909e6c,1,1
", ""-1-LINK-""+(",48106360d2f4de074947d27dde6d3d3115909e6c,1,1
", function (er, data) {",48106360d2f4de074947d27dde6d3d3115909e6c,1,1
", function (cb) {",48106360d2f4de074947d27dde6d3d3115909e6c,1,1
", [npm.commands, ""build"", [pkg]]",48106360d2f4de074947d27dde6d3d3115909e6c,1,1
"function readAndLink (jsonFile, folder, cb) {",48106360d2f4de074947d27dde6d3d3115909e6c,0,0
readJson,48106360d2f4de074947d27dde6d3d3115909e6c,0,0
( jsonFile,48106360d2f4de074947d27dde6d3d3115909e6c,0,0
"crypto.createHash(""sha1"").update(folder).digest(""hex"").substr(0,8)",48106360d2f4de074947d27dde6d3d3115909e6c,0,0
),48106360d2f4de074947d27dde6d3d3115909e6c,0,0
},48106360d2f4de074947d27dde6d3d3115909e6c,0,0
"function doLink (folder, cb) { return function (er, data) {",48106360d2f4de074947d27dde6d3d3115909e6c,0,0
if (er) return cb(er),48106360d2f4de074947d27dde6d3d3115909e6c,0,0
"log(data.name+"" ""+data.version, ""link"")",48106360d2f4de074947d27dde6d3d3115909e6c,0,0
if (Array.isArray(deps)) {,48106360d2f4de074947d27dde6d3d3115909e6c,0,0
// skip any that are installed,48106360d2f4de074947d27dde6d3d3115909e6c,0,0
"readInstalled(depNames, function (er, inst) {",48106360d2f4de074947d27dde6d3d3115909e6c,0,0
"if (er) return log.er(cb, ""Couldn't read installed packages"")(er)",48106360d2f4de074947d27dde6d3d3115909e6c,0,0
for (var d in inst) {,48106360d2f4de074947d27dde6d3d3115909e6c,0,0
if (satis) delete deps[d],48106360d2f4de074947d27dde6d3d3115909e6c,0,0
"return d+""@""+deps[d]",48106360d2f4de074947d27dde6d3d3115909e6c,0,0
}),48106360d2f4de074947d27dde6d3d3115909e6c,0,0
"log(depsNeeded, ""link install deps"")",48106360d2f4de074947d27dde6d3d3115909e6c,0,0
chain,48106360d2f4de074947d27dde6d3d3115909e6c,0,0
"( [ npm.commands, ""install"", depsNeeded.slice(0) ]",48106360d2f4de074947d27dde6d3d3115909e6c,0,0
if (!er) return cb(),48106360d2f4de074947d27dde6d3d3115909e6c,0,0
"// error, rollback",48106360d2f4de074947d27dde6d3d3115909e6c,0,0
"log(er, ""error linking, rollback"")",48106360d2f4de074947d27dde6d3d3115909e6c,0,0
"npm.commands.rm(rb, function (er_) {",48106360d2f4de074947d27dde6d3d3115909e6c,0,0
"if (er_) log(er_, ""error rolling back"")",48106360d2f4de074947d27dde6d3d3115909e6c,0,0
cb(er),48106360d2f4de074947d27dde6d3d3115909e6c,0,0
}},48106360d2f4de074947d27dde6d3d3115909e6c,0,0
( jsonFile,48106360d2f4de074947d27dde6d3d3115909e6c,0,1
"crypto.createHash(""sha1"").update(folder).digest(""hex"").substr(0,8)",48106360d2f4de074947d27dde6d3d3115909e6c,0,1
),48106360d2f4de074947d27dde6d3d3115909e6c,0,1
if (er) return cb(er),48106360d2f4de074947d27dde6d3d3115909e6c,0,1
"log(data.name+"" ""+data.version, ""link"")",48106360d2f4de074947d27dde6d3d3115909e6c,0,1
cb(),48106360d2f4de074947d27dde6d3d3115909e6c,0,1
},48106360d2f4de074947d27dde6d3d3115909e6c,0,1
"require(""./utils/link"")(folder, pkgDir, cb)",48106360d2f4de074947d27dde6d3d3115909e6c,0,1
"if (remote[p][""dist-tags""][tag] === v) {",0f09adfad135eded197988c0acb681f6e635188c,1,0
"if (remote[p][""dist-tags""][tag] === v) merged[p].versions[v].tags.push(tag)",0f09adfad135eded197988c0acb681f6e635188c,1,1
merged[p].versions[v] = merged[p].versions[v] || {},0f09adfad135eded197988c0acb681f6e635188c,0,0
merged[p].versions[v] = merged[p][v] || {},0f09adfad135eded197988c0acb681f6e635188c,0,1
var descs = remote[p].descriptions,0f09adfad135eded197988c0acb681f6e635188c,0,0
if (descs && descs[v] && descs[v] !== remote[p].description) {,0f09adfad135eded197988c0acb681f6e635188c,0,0
merged[p].versions[v].description = descs[v],0f09adfad135eded197988c0acb681f6e635188c,0,0
},0f09adfad135eded197988c0acb681f6e635188c,0,0
merged[p].versions[v].tags.push(tag),0f09adfad135eded197988c0acb681f6e635188c,0,0
var depObjectifyWarn = {},c44b8406f52d81dee53acb9ddd8dafa0359bc367,3,0
if (!deps) return {},c44b8406f52d81dee53acb9ddd8dafa0359bc367,3,0
"if (typeof deps === ""string"") {",c44b8406f52d81dee53acb9ddd8dafa0359bc367,3,0
"json[d] = json.hasOwnProperty(d) ? depObjectify(json[d], d, json._id) : {}",c44b8406f52d81dee53acb9ddd8dafa0359bc367,2,0
"function depObjectify (deps, d, id) {",c44b8406f52d81dee53acb9ddd8dafa0359bc367,2,0
"if ((!deps || typeof deps !== ""object"" || Array.isArray(deps))",c44b8406f52d81dee53acb9ddd8dafa0359bc367,2,0
&& !depObjectifyWarn[id+d]) {,c44b8406f52d81dee53acb9ddd8dafa0359bc367,2,0
"deps = deps.trim().split(/[\n\r\s\t ,]+/)",c44b8406f52d81dee53acb9ddd8dafa0359bc367,2,0
json[d] = json[d] ? depObjectify(json[d]) : {},c44b8406f52d81dee53acb9ddd8dafa0359bc367,2,1
function depObjectify (deps) {,c44b8406f52d81dee53acb9ddd8dafa0359bc367,2,1
].forEach(function (d) {,c44b8406f52d81dee53acb9ddd8dafa0359bc367,2,0
Object.keys(json.optionalDependencies).forEach(function (d) {,c44b8406f52d81dee53acb9ddd8dafa0359bc367,2,0
";[""dependencies"", ""devDependencies""].forEach(function (d) {",c44b8406f52d81dee53acb9ddd8dafa0359bc367,2,1
"json[d] = json.hasOwnProperty(d) ? depObjectify(json[d], d, json._id) : {}",c44b8406f52d81dee53acb9ddd8dafa0359bc367,2,1
"if (opts.dev || npm.config.get(""dev"") || npm.config.get(""npat"")) {",c44b8406f52d81dee53acb9ddd8dafa0359bc367,2,1
"log.warn( d + "" field should be hash of <name>:<version-range> pairs""",c44b8406f52d81dee53acb9ddd8dafa0359bc367,1,0
depObjectifyWarn[id + d] = true,c44b8406f52d81dee53acb9ddd8dafa0359bc367,1,0
},c44b8406f52d81dee53acb9ddd8dafa0359bc367,1,0
json[d] = json.hasOwnProperty(d),c44b8406f52d81dee53acb9ddd8dafa0359bc367,1,0
: {},c44b8406f52d81dee53acb9ddd8dafa0359bc367,1,0
}),c44b8406f52d81dee53acb9ddd8dafa0359bc367,1,0
// always merge optionals into deps,c44b8406f52d81dee53acb9ddd8dafa0359bc367,1,0
json.dependencies[d] = json.optionalDependencies[d],c44b8406f52d81dee53acb9ddd8dafa0359bc367,1,0
if (opts.dev,c44b8406f52d81dee53acb9ddd8dafa0359bc367,1,0
"|| npm.config.get(""npat"")) {",c44b8406f52d81dee53acb9ddd8dafa0359bc367,1,0
", id )",c44b8406f52d81dee53acb9ddd8dafa0359bc367,0,0
"; [ ""dependencies""",c44b8406f52d81dee53acb9ddd8dafa0359bc367,0,0
", ""devDependencies""",c44b8406f52d81dee53acb9ddd8dafa0359bc367,0,0
", ""optionalDependencies""",c44b8406f52d81dee53acb9ddd8dafa0359bc367,0,0
"? depObjectify(json[d], d, json._id)",c44b8406f52d81dee53acb9ddd8dafa0359bc367,0,0
"|| npm.config.get(""dev"")",c44b8406f52d81dee53acb9ddd8dafa0359bc367,0,0
function cleanup (data) {,34692d00a49a9d186f04e5f4935039e1cabfd948,2,0
function unparsePerson (d) {,34692d00a49a9d186f04e5f4935039e1cabfd948,2,0
"if (typeof d === ""string"") return d",34692d00a49a9d186f04e5f4935039e1cabfd948,2,0
Object.keys(data).forEach(function (d) {,34692d00a49a9d186f04e5f4935039e1cabfd948,1,0
switch (d) {,34692d00a49a9d186f04e5f4935039e1cabfd948,1,0
}),34692d00a49a9d186f04e5f4935039e1cabfd948,1,0
return data,34692d00a49a9d186f04e5f4935039e1cabfd948,1,0
d[a] = data,34692d00a49a9d186f04e5f4935039e1cabfd948,1,1
d[a] = cleanup(data),34692d00a49a9d186f04e5f4935039e1cabfd948,0,0
"case ""author"":",34692d00a49a9d186f04e5f4935039e1cabfd948,0,0
data[d] = unparsePerson(data[d]),34692d00a49a9d186f04e5f4935039e1cabfd948,0,0
break,34692d00a49a9d186f04e5f4935039e1cabfd948,0,0
"case ""contributors"":",34692d00a49a9d186f04e5f4935039e1cabfd948,0,0
"case ""maintainers"":",34692d00a49a9d186f04e5f4935039e1cabfd948,0,0
data[d] = data[d].map(unparsePerson),34692d00a49a9d186f04e5f4935039e1cabfd948,0,0
default:,34692d00a49a9d186f04e5f4935039e1cabfd948,0,0
"if (d.charAt(0) === ""_"") delete data[d]",34692d00a49a9d186f04e5f4935039e1cabfd948,0,0
"else if (typeof data[d] === ""object"") cleanup(data[d])",34692d00a49a9d186f04e5f4935039e1cabfd948,0,0
},34692d00a49a9d186f04e5f4935039e1cabfd948,0,0
return d.name,34692d00a49a9d186f04e5f4935039e1cabfd948,0,0
"+ (d.email ? "" <""+d.email+"">"" : """")",34692d00a49a9d186f04e5f4935039e1cabfd948,0,0
"+ (d.url ? "" (""+d.url+"")"" : """")",34692d00a49a9d186f04e5f4935039e1cabfd948,0,0
"log(d.replace(/\//, '@'), ""view"")",34692d00a49a9d186f04e5f4935039e1cabfd948,0,0
"process.stdout.write(sys.inspect(data[d],false,5,true))",34692d00a49a9d186f04e5f4935039e1cabfd948,0,0
"process.stdout.write(""\n"")",34692d00a49a9d186f04e5f4935039e1cabfd948,0,0
process.stdout.flush(),34692d00a49a9d186f04e5f4935039e1cabfd948,0,0
"setTimeout(cb,100)",34692d00a49a9d186f04e5f4935039e1cabfd948,0,0
"log(d.replace(/\//, '@'), ""view "")",34692d00a49a9d186f04e5f4935039e1cabfd948,0,1
process.stdout.write(sys.inspect(data[d])),34692d00a49a9d186f04e5f4935039e1cabfd948,0,1
process.stdout.flush(),34692d00a49a9d186f04e5f4935039e1cabfd948,0,1
cb(),34692d00a49a9d186f04e5f4935039e1cabfd948,0,1
},34692d00a49a9d186f04e5f4935039e1cabfd948,0,1
"json[""dev-dependencies""] = null",06dd026d04768edd7adf2aa37cf9a8d9e8c335be,3,1
json.bundleDependencies = json.bundledDependencies,06dd026d04768edd7adf2aa37cf9a8d9e8c335be,1,0
"var e = new Error(""bundleDependencies must be an array.\n""",06dd026d04768edd7adf2aa37cf9a8d9e8c335be,1,0
"delete json[""dev-dependencies""]",06dd026d04768edd7adf2aa37cf9a8d9e8c335be,1,0
if (json.bundledDependencies && !json.bundleDependencies) {,06dd026d04768edd7adf2aa37cf9a8d9e8c335be,0,0
delete json.bundledDependencies,06dd026d04768edd7adf2aa37cf9a8d9e8c335be,0,0
},06dd026d04768edd7adf2aa37cf9a8d9e8c335be,0,0
if (json.bundleDependencies && !Array.isArray(json.bundleDependencies)) {,06dd026d04768edd7adf2aa37cf9a8d9e8c335be,0,0
"+""See `npm help json`"")",06dd026d04768edd7adf2aa37cf9a8d9e8c335be,0,0
if (cb) return cb(e),06dd026d04768edd7adf2aa37cf9a8d9e8c335be,0,0
throw e,06dd026d04768edd7adf2aa37cf9a8d9e8c335be,0,0
"function installManyTop_ (what, where, family, ancestors, explicit, parent, cb) {",f16f7c3ec31ce2bd7460651075340d034677b7f0,5,0
"function installMany (what, where, family, ancestors, explicit, parent, cb) {",f16f7c3ec31ce2bd7460651075340d034677b7f0,5,0
"function installManyTop (what, where, family, ancestors, explicit, parent, cb_) {",f16f7c3ec31ce2bd7460651075340d034677b7f0,4,0
"installManyTop_(what, where, family, ancestors, explicit, parent, cb)",f16f7c3ec31ce2bd7460651075340d034677b7f0,4,0
"if (er) return installMany(what, where, family, ancestors, explicit, parent, cb)",f16f7c3ec31ce2bd7460651075340d034677b7f0,4,0
"return installMany(what, where, family, ancestors, explicit, parent, cb)",f16f7c3ec31ce2bd7460651075340d034677b7f0,4,0
"function installManyTop_ (what, where, family, ancestors, explicit, cb) {",f16f7c3ec31ce2bd7460651075340d034677b7f0,4,1
"function installMany (what, where, family, ancestors, explicit, cb) {",f16f7c3ec31ce2bd7460651075340d034677b7f0,4,1
"function installManyTop (what, where, family, ancestors, explicit, cb_) {",f16f7c3ec31ce2bd7460651075340d034677b7f0,3,1
"installManyTop_(what, where, family, ancestors, explicit, cb)",f16f7c3ec31ce2bd7460651075340d034677b7f0,3,1
"if (er) return installMany(what, where, family, ancestors, explicit, cb)",f16f7c3ec31ce2bd7460651075340d034677b7f0,3,1
"return installMany(what, where, family, ancestors, explicit, cb)",f16f7c3ec31ce2bd7460651075340d034677b7f0,3,1
// doing `npm install foo` inside of the foo project.  Print,f16f7c3ec31ce2bd7460651075340d034677b7f0,3,0
// Note: `npm install foo` inside of the `foo` package will abort,f16f7c3ec31ce2bd7460651075340d034677b7f0,3,0
// each target will be a data object corresponding,f16f7c3ec31ce2bd7460651075340d034677b7f0,3,0
// each target will be a data object corresponding,f16f7c3ec31ce2bd7460651075340d034677b7f0,3,1
"target = dep + ""@"" + target",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,0
"}), where, family, ancestors, false, data, cb)",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,0
"fn(args, where, family, ancestors, true, data, cb)",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,0
var parent = data,f16f7c3ec31ce2bd7460651075340d034677b7f0,2,0
"cb(er, [resultList(target, where, parent && parent._id)])",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,0
"function resultList (target, where, parentId) {",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,0
"d.push(resultList(target, where, parent && parent._id))",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,0
"t = d + ""@"" + t",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,0
"target = dep + ""@"" + target",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,1
"}), where, family, ancestors, false, cb)",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,1
"fn(args, where, family, ancestors, true, cb)",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,1
"function resultList (target, where, parent) {",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,1
"t = d + ""@"" + t",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,1
"// if it's identical to its parent, then it's probably someone",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,0
"// we need to still fail here, but just skip the first level. Of",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,0
"// leave things in an undefined state, but that's what is to be",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,0
// is used *twice* here: to skip the first level of repetition.,f16f7c3ec31ce2bd7460651075340d034677b7f0,2,0
// only take the hit for readInstalled if there are probably bundled,f16f7c3ec31ce2bd7460651075340d034677b7f0,2,0
"// to a package, folder, or whatever that is in the cache now.",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,0
"asyncMap(targets, function (target, cb) {",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,0
"installOne(target, where, newContext, cb)",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,0
"// to a package, folder, or whatever that is in the cache now.",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,1
"asyncMap(targets, function (target, cb) {",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,1
"installOne(target, where, newContext, cb)",f16f7c3ec31ce2bd7460651075340d034677b7f0,2,1
", targetResolver(where, family, ancestors, explicit, d, parent)",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,0
"function targetResolver (where, family, ancestors, explicit, deps, parent) {",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,0
if (er && parent && parent.optionalDependencies &&,f16f7c3ec31ce2bd7460651075340d034677b7f0,1,0
var parent = data._id,f16f7c3ec31ce2bd7460651075340d034677b7f0,1,1
", targetResolver(where, family, ancestors, explicit, d)",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,1
"function targetResolver (where, family, ancestors, explicit, deps) {",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,1
"cb(er, [resultList(target, where, parent)])",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,1
", prettyWhere && parent",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,1
", parent && prettyWhere ]",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,1
"d.push(resultList(target, where, parent))",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,1
"// a warning, and skip it.",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,0
"if (parent && parent.name === what && !npm.config.get(""force"")) {",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,0
"log.warn(""Refusing to install ""+what+"" as a dependency of itself""",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,0
//,f16f7c3ec31ce2bd7460651075340d034677b7f0,1,0
"// earlier if `--force` is not set.  However, if it IS set, then",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,0
"// course, it'll still fail eventually if it's a true cycle, and",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,0
// expected when `--force` is used.  That is why getPrototypeOf,f16f7c3ec31ce2bd7460651075340d034677b7f0,1,0
// dependencies to read,f16f7c3ec31ce2bd7460651075340d034677b7f0,1,0
targets.filter(function (t) { return t }).forEach(function (t) {,f16f7c3ec31ce2bd7460651075340d034677b7f0,1,0
", parent: parent",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,0
"}, cb)",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,0
"log.verbose('install', what, 'is installed as', context.family[what])",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,0
"return log.verbose(""installOne"", ""of"", target.name, ""to"", where, ""already in flight; waiting"")",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,0
"log.verbose(""installOne"", ""of"", target.name, ""to"", where, ""not in flight; installing"")",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,0
targets.filter(function (t) { return t }).forEach(function (t) {,f16f7c3ec31ce2bd7460651075340d034677b7f0,1,1
", parent: parent",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,1
"}, cb)",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,1
"""to"", where,",f16f7c3ec31ce2bd7460651075340d034677b7f0,1,1
if (er) {,f16f7c3ec31ce2bd7460651075340d034677b7f0,0,0
"log.error(er, ""target resolver error"")",f16f7c3ec31ce2bd7460651075340d034677b7f0,0,0
return cb(er),f16f7c3ec31ce2bd7460651075340d034677b7f0,0,0
},f16f7c3ec31ce2bd7460651075340d034677b7f0,0,0
"parent.optionalDependencies.hasOwnProperty(what.split(""@"").shift())) {",f16f7c3ec31ce2bd7460651075340d034677b7f0,0,0
"log.warn(what, ""optional dependency failed, continuing"")",f16f7c3ec31ce2bd7460651075340d034677b7f0,0,0
"return cb(null, [])",f16f7c3ec31ce2bd7460651075340d034677b7f0,0,0
", prettyWhere && parentId",f16f7c3ec31ce2bd7460651075340d034677b7f0,0,0
", parentId && prettyWhere ]",f16f7c3ec31ce2bd7460651075340d034677b7f0,0,0
"}), targetFolder, family, ancestors, false, target, function (er, d) {",f16f7c3ec31ce2bd7460651075340d034677b7f0,0,0
if (!parsed.protocol) {,f16f7c3ec31ce2bd7460651075340d034677b7f0,0,1
},f16f7c3ec31ce2bd7460651075340d034677b7f0,0,1
"//log.warn(k, ""k"")",f16f7c3ec31ce2bd7460651075340d034677b7f0,0,1
"//log.warn(things, ""things"")",f16f7c3ec31ce2bd7460651075340d034677b7f0,0,1
"log.verbose(what, ""into ""+where)",f16f7c3ec31ce2bd7460651075340d034677b7f0,0,1
if (er) return cb(er),f16f7c3ec31ce2bd7460651075340d034677b7f0,0,1
"log.verbose(what, ""cache add"")",f16f7c3ec31ce2bd7460651075340d034677b7f0,0,1
