line,commit_id,count,line_level_label
// set up the Cipher to decrypt secret key responses encrypted with our key,63fe226fb66056b6c96026aa2d389d8632df64d2,4,1
"private synchronized void handleViewChange(View view, boolean makeServer) {",63fe226fb66056b6c96026aa2d389d8632df64d2,4,1
// if view is a bit broken set me as keyserver,63fe226fb66056b6c96026aa2d389d8632df64d2,4,1
"private void becomeKeyServer(Address tmpKeyServer, boolean forced) {",63fe226fb66056b6c96026aa2d389d8632df64d2,4,1
* messages until we have a new secret key from the key server and sending a,63fe226fb66056b6c96026aa2d389d8632df64d2,4,1
"private void handleNewKeyServer(Address newKeyServer, boolean merge_view) {",63fe226fb66056b6c96026aa2d389d8632df64d2,4,1
// make sure we pass up any queued messages first,63fe226fb66056b6c96026aa2d389d8632df64d2,4,1
// if a key request send response key back,63fe226fb66056b6c96026aa2d389d8632df64d2,4,1
// otherwise lets set the returned key as the shared key,63fe226fb66056b6c96026aa2d389d8632df64d2,4,1
"private Message decryptMessage(Cipher cipher, Message msg) throws Exception {",63fe226fb66056b6c96026aa2d389d8632df64d2,4,1
"private void sendSecretKey(SecretKey secret, PublicKey pubKey, Address source) throws Exception {",63fe226fb66056b6c96026aa2d389d8632df64d2,4,1
if (asymProvider != null && !asymProvider.trim().isEmpty()),63fe226fb66056b6c96026aa2d389d8632df64d2,4,1
/** send client's public key to server and request server's public key */,63fe226fb66056b6c96026aa2d389d8632df64d2,4,1
if (symProvider != null && !symProvider.trim().isEmpty()),63fe226fb66056b6c96026aa2d389d8632df64d2,4,1
"log.trace(""queueing up message as no session key established: "" + msg);",63fe226fb66056b6c96026aa2d389d8632df64d2,4,1
* protection against passive monitoring but do not want the key exchange,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
* result in a new session key being generated and then distributed to all,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
* Each message is identified as encrypted with a specific encryption header,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
* which identifies the type of encrypt header and an MD5 digest that identifies,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
* the version of the key being used to encrypt/decrypt the messages.,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
* This is the simplest option and can be used by simply inserting the,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
* java file called KeyStoreGenerator is included in the demo package that can,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
* All encryption and decryption of messages is done using this key. When a peer,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
* encryption (PFE) which means that if a peer leaves the group the keys are,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
* it chooses to listen in on the group. This is not included as it really,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
* as there is nothing to stop the peer rejoining and receiving the new key. A,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
boolean keyServer=false; //used to see whether we are the key server,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
// Cipher pools used for encryption and decryption. Size is cipher_pool_size,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
// version filed for secret key,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
// queue to hold upcoming messages while key negotiation is happening,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
//	 queue to hold downcoming messages while key negotiation is happening,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
// decrypting cypher for secret key requests,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
public void init() throws Exception {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
if(keyStoreName == null) {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
private void initConfiguredKey() throws Exception {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
if(inputStream == null) {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
"throw new Exception(""Unable to load keystore "" + keyStoreName",63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
"+ "" ensure file is on classpath"");",63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
// set the fact we are using a supplied key,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
public void initSymKey() throws Exception {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
if(symProvider != null && !symProvider.trim().isEmpty()),63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
// generate the key using the defined init properties,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
"private void initSymCiphers(String algorithm, SecretKey secret) throws Exception {",63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
encoding_ciphers[i]=symProvider != null && !symProvider.trim().isEmpty()?,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
decoding_ciphers[i]=symProvider != null && !symProvider.trim().isEmpty()?,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
/* public static String byteArrayToHexString(byte[] b){,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
int v = b[i] & 0xff;,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
if (v < 16) { sb.append('0'); },63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
public void initKeyPair() throws Exception {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
// generate publicKey and Private Key,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
if(asymProvider != null && !asymProvider.trim().isEmpty()),63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
public Object up(Event evt) {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
public void up(MessageBatch batch) {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
// otherwise get keyserver from view controller,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
private void initializeNewSymmetricKey(boolean merge_view) {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
if ( e instanceof RuntimeException) {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
} else {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
* address to be local address.,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
* key request to the new keyserver.,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
// start queueing until we have new key,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
// set new keyserver address,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
"log.debug(""%s: %s has become the new key server, sending key request to it"", local_addr, keyServerAddr);",63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
private boolean keyServerChanged(Address newKeyServer) {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
private Object handleUpMessage(Event evt) throws Exception {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
// try and decrypt the message - we need to copy msg as we modify its,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
// if a key request,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
// extract peer's public key,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
* used to drain the up queue - synchronized so we can call it safely,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
private void drainUpQueue() {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
private void drainDownQueue() {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
"private void setKeys(SecretKey key, byte[] version) throws Exception {",63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
// if the keys are already there then they will overwrite,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
if(cipher == null) {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
// create a cipher with peer's public key,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
"log.debug(""sending version %s encoded key to client"", new String(getSymVersion()));",63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
private void sendKeyRequest() {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
public Object down(Event evt) {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
if(msg.getLength() == 0 && !encrypt_entire_message),63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
// make sure the down queue is drained first to keep ordering,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
// if a tmp_view then we are trying to become coordinator so,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
private void encryptAndSend(Message msg) throws Exception {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
// test reconstituted key to see if valid,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
* used to reconstitute public key sent in byte form from peer,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
"public Message apply(Message msg, MessageBatch batch) {",63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
if(lock == null) {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
if(lock != null) {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
public static class EncryptHeader extends org.jgroups.Header {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
public boolean encryptEntireMessage() {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
public void writeTo(DataOutput out) throws Exception {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
public void readFrom(DataInput in) throws Exception {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
public String toString() {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
public int size() {,63fe226fb66056b6c96026aa2d389d8632df64d2,3,1
import org.jgroups.util.Util;,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
import java.io.*;,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
import java.security.*;,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
import java.security.cert.CertificateException;,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
import java.security.spec.X509EncodedKeySpec;,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* ENCRYPT layer. Encrypt and decrypt communication in JGroups,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"* any layer in JGroups without the need for a coordinator, or if you want",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* <li> Option 2. Configured with algorithms and key sizes. The ENCRYPT layer in,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* this mode sould be placed above the GMS protocol in the configuration. The,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"* peers. In this form, no keystore exists as the keys are distributed using a",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* Encryption layer at any point in the JGroups stack - it will encrypt all,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* An example showing the keystore version can be found in,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* the conf in a file called EncryptKeyStore.xml - along with a,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"* In order to use the ENCRYPT layer in this manner, it is necessary to have the",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* be used from the command line (or IDE) to generate a suitable keystore.,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* sends it back to the peer who then decrypts it and installs the key as its,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* own secret key. <br>,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"* receives a view change that shows a different keyserver, it will repeat this",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* An example EncryptNoKeyStore.xml is included in the conf file as a guide.,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* re-generated preventing the departed peer from decrypting future messages if,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* future release will address this issue.,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
public class ENCRYPT extends Protocol {,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
// encryption properties in no supplied key mode,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"@Property(name=""asym_init"", description=""Initial public/private key length. Default is 512"")",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"@Property(name=""sym_init"", description=""Initial key length for matching symmetric algorithm. Default is 128"")",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"""Set this to true when using asymmetric encryption, to handle merging (JGRP-1907)"")",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
// properties for functioning in supplied key mode,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
private boolean suppliedKey=false;,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"protected String alias=""mykey""; // JDK default",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
// public/private Key,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
KeyPair Kpair; // to store own's public/private Key,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
protected final AtomicInteger cipher_index=new AtomicInteger(0); // the cipher and lock to select,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
// dhared secret key to encrypt/decrypt messages,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
// map to hold previous keys so we can decrypt some earlier messages if we need to,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
private boolean queue_up=true;,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
private boolean queue_down=false;,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
private final BlockingQueue<Message> upMessageQueue=new LinkedBlockingQueue<>();,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
private final BlockingQueue<Message> downMessageQueue=new LinkedBlockingQueue<>();,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
protected int getNextIndex() {,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"// same as mod, but (apparently, I'm told) more efficient. Size needs to be a power ot 2",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
public int       getAsymInit()          {return asymInit;},63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
public String    getSymAlgorithm()      {return symAlgorithm;},63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
public int       getSymInit()           {return symInit;},63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
public String    getAsymAlgorithm()     {return asymAlgorithm;},63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
public Address   getKeyServerAddr()     {return keyServerAddr;},63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"private void     setSymVersion(byte[] symVersion)        {this.symVersion=Arrays.copyOf(symVersion, symVersion.length);}",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
private void     setSecretKey(SecretKey secretKey)       {this.secretKey=secretKey;},63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
*  taken m original ENCRYPT file,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
if(cipher_pool_size <= 0) {,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
if(tmp != cipher_pool_size) {,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* supplied key must be in a keystore which can be generated using the,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
if(inputStream == null),63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
// we can't find a keystore here -,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
if(tempKey == null),63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
finally {,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
// see if we have a provider specified,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
for(int i=0; i < cipher_pool_size; i++) {,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
// symVersion = byteArrayToHexString(digest.digest());,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* Generates the public/private key pair from the init params,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
// generate keys according to the specified algorithms,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"log.debug(""new view: "" + view);",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
List<Address> members = view.getMembers();,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
// I have been voted new controller,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"handleNewKeyServer(tmpKeyServer, view instanceof MergeView);",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
if ( changeKeysOnViewChange || !keyServer || merge_view) {,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
} catch (Exception e) {,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* Handles becoming server - resetting queue settings and setting keyserver,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"log.debug(""%s: I have become the new key server"", local_addr);",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
if ( changeKeysOnViewChange || keyServerChanged(newKeyServer) || merge_view) {,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"protected Object handleEncryptedMessage(Message msg, Event evt, EncryptHeader hdr) throws Exception {",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
// if queueing then pass into queue to be dealt with later,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"log.trace(""queueing up message as no session key established: %s"", msg);",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"Message tmpMsg=decryptMessage(null, msg.copy()); // need to copy for possible xmits",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
if(tmpMsg != null),63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"protected void handleUpEvent(Message msg, EncryptHeader hdr) {",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
// send back the secret key we have,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
if(tmp == null),63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
else {,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
if(size > 0),63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"Message msg=decryptMessage(null, tmp.copy()); // need to copy for possible xmits",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
if(msg != null),63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* Sets the keys for the app. and drains the queues - the drains could be,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* called att he same time as the up/down messages calling in to the class,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* is better than the alternative of waiting until the next message to,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* @param key,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
* @param version,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
// put the previous key into the map,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
// drain the up queue,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"log.debug(""setting queue up to false in setKeys"");",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"log.warn(""attempting to use stored cipher as message does not use current encryption version "");",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
if(cipher == null),63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
return msg;,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
if(ret.getDest() == null),63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
if(ret.getSrc() == null),63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
return ret;,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"log.debug(""set local address to %s"", local_addr);",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
if(msg.getSrc() == null),63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"// exclude existing headers, they will be seen again when we decrypt and unmarshal the msg at the receiver",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
// try and decode secrey key sent from keyserver,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
private SecretKeySpec decodeKey(byte[] encodedKey) throws Exception {,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
private PublicKey generatePubKey(byte[] encodedKey) {,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
if(hdr.getType() == EncryptHeader.ENCRYPT) {,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"Message tmpMsg=decryptMessage(cipher, msg.copy()); // need to copy for possible xmits",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
protected void unlock() {,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"protected void queueUpMessage(Message msg, MessageBatch batch) {",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
public EncryptHeader() {},63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
"public EncryptHeader(byte type, byte[] version) {",63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
if(version == null),63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
public byte getType() {,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
return (byte)(type & ~ENCRYPT_ENTIRE_MSG); // clear the ENCRYPT_ENTIRE_MSG flag,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
int retval=Global.BYTE_SIZE + Global.SHORT_SIZE;,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
return retval;,63fe226fb66056b6c96026aa2d389d8632df64d2,2,1
import org.jgroups.*;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
import org.jgroups.annotations.MBean;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
import org.jgroups.annotations.Property;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
import org.jgroups.stack.Protocol;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
import org.jgroups.util.AsciiString;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
import org.jgroups.util.Buffer;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
import org.jgroups.util.MessageBatch;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
import javax.crypto.Cipher;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
import javax.crypto.KeyGenerator;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
import javax.crypto.SecretKey;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
import javax.crypto.spec.SecretKeySpec;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
import java.util.*;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
import java.util.concurrent.BlockingQueue;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
import java.util.concurrent.LinkedBlockingQueue;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
import java.util.concurrent.TimeUnit;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
import java.util.concurrent.atomic.AtomicInteger;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
import java.util.concurrent.locks.Lock;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
import java.util.concurrent.locks.ReentrantLock;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
import java.util.function.BiFunction;,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
*,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* This class can be used in two ways:,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
* <ul>,63fe226fb66056b6c96026aa2d389d8632df64d2,1,1
