line,commit_id,count,line_level_label
inlineWidget.info.changed();,3b319c93a48e52fb2dcefd8271753e9cb7459bf0,0,0
// FIXME (issue #2491): addLineWidget() async updates the scroll,3b319c93a48e52fb2dcefd8271753e9cb7459bf0,0,0
self._codeMirror.scrollIntoView({,3b319c93a48e52fb2dcefd8271753e9cb7459bf0,0,0
"left: position.left,",3b319c93a48e52fb2dcefd8271753e9cb7459bf0,0,0
});,3b319c93a48e52fb2dcefd8271753e9cb7459bf0,0,0
"}, 0);",3b319c93a48e52fb2dcefd8271753e9cb7459bf0,0,0
inlineWidget.onAdded();,3b319c93a48e52fb2dcefd8271753e9cb7459bf0,0,1
this._codeMirror.scrollIntoView(pos);,3b319c93a48e52fb2dcefd8271753e9cb7459bf0,0,1
},3b319c93a48e52fb2dcefd8271753e9cb7459bf0,0,1
this.refresh();,3b319c93a48e52fb2dcefd8271753e9cb7459bf0,0,1
this._codeMirror.scrollIntoView({,3b319c93a48e52fb2dcefd8271753e9cb7459bf0,0,1
"left: position.left,",3b319c93a48e52fb2dcefd8271753e9cb7459bf0,0,1
});,3b319c93a48e52fb2dcefd8271753e9cb7459bf0,0,1
"if (!doc.extension || doc.extension.indexOf(""htm"") !== 0) {",42173b345a9e7c598dadc34576f1c69981ebd412,5,0
if (!doc.extension || doc.extension.indexOf('htm') !== 0) {,42173b345a9e7c598dadc34576f1c69981ebd412,5,1
"if (doc.extension && doc.extension.indexOf(""htm"") === 0 && doc.file.fullPath !== _htmlDocumentPath) {",42173b345a9e7c598dadc34576f1c69981ebd412,4,0
if (doc.extension && doc.extension.indexOf('htm') === 0 && doc.file.fullPath !== _htmlDocumentPath) {,42173b345a9e7c598dadc34576f1c69981ebd412,4,1
"""use strict"";",42173b345a9e7c598dadc34576f1c69981ebd412,0,0
'use strict';,42173b345a9e7c598dadc34576f1c69981ebd412,0,1
"return Strings.FILE_FILTER_LIST_PREFIX + "" "" + joinBolded(filter.slice(0, 2)) + "" "" +",0bbaf7a544f91ba8f40308104643e5c543e88fa6,9,0
"return Strings.FILE_FILTER_LIST_PREFIX + "" "" + joinBolded(filter.slice(0, 2)) + "" "" +",0bbaf7a544f91ba8f40308104643e5c543e88fa6,9,1
/** Moves a filter to the top of the MRU list */,0bbaf7a544f91ba8f40308104643e5c543e88fa6,8,1
"* Opens a dialog box to edit the given filter. When editing is finished, the newly modified filter is added to the top of",0bbaf7a544f91ba8f40308104643e5c543e88fa6,8,1
* the MRU list; the original filter is left intact (unless it was pushed off the end of the MRU list). If no changes were,0bbaf7a544f91ba8f40308104643e5c543e88fa6,8,1
"// (unless this filter is empty - 'No filter' is always at top of dropdown, and can never fall off the MRU list)",0bbaf7a544f91ba8f40308104643e5c543e88fa6,7,1
// This filter wasn't in the MRU list before. Bump oldest item if necessary to make room for it.,0bbaf7a544f91ba8f40308104643e5c543e88fa6,7,1
// Same exact filter was in the MRU list already. Remove from old spot so we can move it to the front.,0bbaf7a544f91ba8f40308104643e5c543e88fa6,7,1
"* Opens a dialog box to edit the given filter. When editing is finished, the value of getLastFilter() changes to",0bbaf7a544f91ba8f40308104643e5c543e88fa6,6,0
// Add new filter to top of MRU list,0bbaf7a544f91ba8f40308104643e5c543e88fa6,6,1
"/** @type {?FileSystemEntry} Root of subtree to search in, or single file to search in, or null to search entire project */",0bbaf7a544f91ba8f40308104643e5c543e88fa6,6,0
"* Opens a dialog box to edit the given filter. When editing is finished, the value of getLastFilter() changes to",0bbaf7a544f91ba8f40308104643e5c543e88fa6,6,0
"* Opens a dialog box to edit the given filter. When editing is finished, the value of getLastFilter() changes to",0bbaf7a544f91ba8f40308104643e5c543e88fa6,6,1
"html += ""<li><a class='stylesheet-link "" + disabledClass + ""' data-index='"" + i + ""'>"";",0bbaf7a544f91ba8f40308104643e5c543e88fa6,6,0
"return Strings.FILE_FILTER_LIST_PREFIX + "" "" + joinBolded(filter);",0bbaf7a544f91ba8f40308104643e5c543e88fa6,5,0
"* made or the dialog was canceled, the MRU list is unchanged.",0bbaf7a544f91ba8f40308104643e5c543e88fa6,5,1
// Normal filter object from the MRU list,0bbaf7a544f91ba8f40308104643e5c543e88fa6,5,1
"return Strings.FILE_FILTER_LIST_PREFIX + "" "" + joinBolded(filter);",0bbaf7a544f91ba8f40308104643e5c543e88fa6,5,1
"picker.$button.attr(""title"", Strings.FILE_FILTER_LIST_PREFIX + "" "" + dropdownItems[picker.selectedIndex].join("", ""));",0bbaf7a544f91ba8f40308104643e5c543e88fa6,5,1
"* On Mac these would silently fail to be read, but on Windows we'd read the garbled content & try to search it.",0bbaf7a544f91ba8f40308104643e5c543e88fa6,5,0
"// If the added or removed sets are null, must redo the search for the entire subtree - we",0bbaf7a544f91ba8f40308104643e5c543e88fa6,5,0
/** @type {Array.<File>} An array of the files where it should look or null/empty to search the entire project */,0bbaf7a544f91ba8f40308104643e5c543e88fa6,5,1
"* @param {?{label:string, promise:$.Promise}} context Info on files filter will apply to - see editFilter()",0bbaf7a544f91ba8f40308104643e5c543e88fa6,5,0
"* reflect the edits. If the dialog was canceled, the preference is left unchanged.",0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,0
"// Update last-used pref (-1 for ""No filter"", else MRU-list index - which will always be 0 due to above code)",0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,1
// Update dropdownItems list - editFilter() changes MRU order,0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,1
* Checks that the file matches the given subtree scope. To fully check whether the file,0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,0
* Checks that the file is eligible for inclusion in the search (matches the user's subtree scope and,0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,0
"* initial search, the filter and part of the scope are taken care of in bulk instead, so _subtreeFilter()",0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,0
"// In the initial search, this is passed as a getAllFiles() filter",0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,0
"// In the initial search, this is covered by the filterFileList() pass",0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,0
* @return {boolean} True if the entry's contents should be included in the file list,0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,1
* Returns false if the given path matches any of the exclusion globs in the given filter. Returns true,0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,0
* Returns a copy of 'files' filtered to just those that don't match any of the exclusion globs in the filter.,0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,0
"* reflect the edits. If the dialog was canceled, the preference is left unchanged.",0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,0
"* @param {?{label:string, promise:$.Promise}} context Info on which files the filter will be applied to. If specified,",0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,0
"var html = StringUtils.format(Strings.FILE_FILTER_INSTRUCTIONS, brackets.config.glob_help_url) +",0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,0
"* reflect the edits. If the dialog was canceled, the preference is left unchanged.",0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,1
"var html = StringUtils.format(Strings.FILE_FILTER_INSTRUCTIONS, brackets.config.glob_help_url) +",0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,1
* Returns false if the given path matches any of the exclusion globs in the given filter. Returns true,0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,1
* Returns a copy of 'files' filtered to just those that don't match any of the exclusion globs in the filter.,0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,1
// is skipped and we move on to the next file.,0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,0
"* initial search, the filter and part of the scope are taken care of in bulk instead, so _subtreeFilter()",0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,1
"// In the initial search, this is passed as a getAllFiles() filter",0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,1
"// In the initial search, this is covered by the filterFileList() pass",0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,1
// is skipped and we move on to the next file.,0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,1
"*          convert a single item to HTML (see itemRenderer() docs below). If not provided, items are",0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,0
"* @param {?function(*, number):!string} itemRenderer  Optional function to convert a single item to HTML",0bbaf7a544f91ba8f40308104643e5c543e88fa6,4,1
* A search filter is an array of one or more glob strings. The filter must be 'compiled' via compile(),0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
lastFocus.focus();  // restore focus to old pos,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
var filter = getLastFilter();,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
/** Max number of recently-used filters to store in preferences */,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,1
"var filterIndex = _.findIndex(filters, function (oldFilter) {",0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,1
var filter = picker.items[picker.selectedIndex];,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,1
dropdownItems.unshift([]);  // 'No filter' item always at top,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,1
dropdownItems.push(undefined);  // 'Edit filter' item always at bottom,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,1
// Initialize selection (pref unset or -1 indicates 'No filter'; else specifies index in MRU list),0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,1
"picker = new DropdownButton("""", []);",0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,1
/** @type {string} Compiled filter from FileFilters */,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
"* should be in the search set, use _inSearchScope() instead - a supserset of this.",0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
* Filters out files that are known binary types (currently just image/audio; ideally we'd filter out ALL binary files).,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
"* file exclusion filters, and isn't binary). Used when updating results incrementally - during the",0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
// Still need to make sure it's within project or working set,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
"// In the initial search, this is covered by getAllFiles()",0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
var inWorkingSet = DocumentManager.getWorkingSet().some(function (wsFile) {,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
// Re-check the filtering that the initial search applied,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
* Filters out files that are known binary types (currently just image/audio; ideally we'd filter out ALL binary files).,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,1
var userFilter = FileFilters.commitPicker(filterPicker);,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,1
"// If the added or removed sets are null, we should redo the",0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,1
"* if the path does not match any of the globs. If filtering many paths at once, use filterFileList()",0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
var re = new RegExp(compiledFilter);,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
"*          editing UI will indicate how many files are excluded by the filter. Label should be of the form ""in ...""",0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
lastFocus.focus();  // restore focus to old pos,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
// Code to update the file count readout at bottom of dialog (if context provided),0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
var filter = getValue();,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
lastFocus.focus();  // restore focus to old pos,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,1
"* if the path does not match any of the globs. If filtering many paths at once, use filterFileList()",0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,1
var re = new RegExp(compiledFilter);,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,1
/** @const @type {!Object} Token used to indicate a specific reason for zero search results */,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
"// In getCandidateFiles(), this is covered by the baseline getAllFiles() itself",0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
* Finds search results in the given file and adds them to 'searchResults.' Resolves with,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
"* true if any matches found, false if none found. Errors reading the file are treated the",0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
* Does not perform any filtering - assumes caller has already vetted this file as a search,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
var exclusionsContext = {,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
"// In the initial search, this is covered by getAllFiles()",0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,1
"var doSearch = _doSearchInOneFile.bind(undefined, function () {",0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,1
this._lastFocus.focus();  // restore focus to old pos,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,1
*      or as the 'html' field in an object that also conveys enabled state. Disabled items inherit gray,0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,0
"*          (see itemRenderer() docs below). If not provided, items are assumed to be plain text strings.",0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,1
"html += ""<li><a class='stylesheet-link' data-index='"" + i + ""'>"";",0bbaf7a544f91ba8f40308104643e5c543e88fa6,3,1
* before passing to filterPath().,0bbaf7a544f91ba8f40308104643e5c543e88fa6,2,0
var lastFocus = window.document.activeElement;,0bbaf7a544f91ba8f40308104643e5c543e88fa6,2,0
// Update saved filter preference,0bbaf7a544f91ba8f40308104643e5c543e88fa6,2,0
"var $picker = $(""<div class='filter-picker'><span class='filter-label'></span><button class='btn no-focus'></button></div>""),",0bbaf7a544f91ba8f40308104643e5c543e88fa6,2,0
// Format filter in condensed form,0bbaf7a544f91ba8f40308104643e5c543e88fa6,2,0
var MAX_FILTER_HISTORY = 10;,0bbaf7a544f91ba8f40308104643e5c543e88fa6,2,1
* Each filter is an array of one or more glob strings.,0bbaf7a544f91ba8f40308104643e5c543e88fa6,2,1
// Update MRU order,0bbaf7a544f91ba8f40308104643e5c543e88fa6,2,1
var filters = getFilters();,0bbaf7a544f91ba8f40308104643e5c543e88fa6,2,1
filters.length = MAX_FILTER_HISTORY - 1;,0bbaf7a544f91ba8f40308104643e5c543e88fa6,2,1
// Custom formatted button label,0bbaf7a544f91ba8f40308104643e5c543e88fa6,2,1
// Tooltip with full filter text (not clipped as in label),0bbaf7a544f91ba8f40308104643e5c543e88fa6,2,1
"var lastUsedFilterIndex = PreferencesManager.getViewState(""search.exclusion.lastUsed"");",0bbaf7a544f91ba8f40308104643e5c543e88fa6,2,1
var currentFilter = null;,0bbaf7a544f91ba8f40308104643e5c543e88fa6,2,0
* @return {boolean} True if the file's contents can be read as text,0bbaf7a544f91ba8f40308104643e5c543e88fa6,2,0
